pax_id,agent_index
27,33;148;1822;1937;3611;3726;5400;5515;7189;7304;8978;9093;10767;10882;12556;12671;14345;14460;16134;16249;
28,30;143;1819;1932;3608;3721;5397;5510;7186;7299;8975;9088;10764;10877;12553;12666;14342;14455;16131;16244;
29,34;149;1823;1938;3612;3727;5401;5516;7190;7305;8979;9094;10768;10883;12557;12672;14346;14461;16135;16250;
30,90;152;1879;1941;3668;3730;5457;5519;7246;7308;9035;9097;10824;10886;12613;12675;14402;14464;16191;16253;
31,32;150;1821;1939;3610;3728;5399;5517;7188;7306;8977;9095;10766;10884;12555;12673;14344;14462;16133;16251;
32,97;154;1886;1943;3675;3732;5464;5521;7253;7310;9042;9099;10831;10888;12620;12677;14409;14466;16198;16255;
33,109;157;1898;1946;3687;3735;5476;5524;7265;7313;9054;9102;10843;10891;12632;12680;14421;14469;16210;16258;
34,98;153;1887;1942;3676;3731;5465;5520;7254;7309;9043;9098;10832;10887;12621;12676;14410;14465;16199;16254;
35,35;156;1824;1945;3613;3734;5402;5523;7191;7312;8980;9101;10769;10890;12558;12679;14347;14468;16136;16257;
36,113;1902;3691;5480;7269;9058;10847;12636;14425;16214;
37,158;190;1947;1979;3736;3768;5525;5557;7314;7346;9103;9135;10892;10924;12681;12713;14470;14502;16259;16291;
38,163;1952;3741;5530;7319;9108;10897;12686;14475;16264;
39,160;1949;3738;5527;7316;9105;10894;12683;14472;16261;
40,161;1950;3739;5528;7317;9106;10895;12684;14473;16262;
41,61;179;1850;1968;3639;3757;5428;5546;7217;7335;9006;9124;10795;10913;12584;12702;14373;14491;16162;16280;
42,159;1948;3737;5526;7315;9104;10893;12682;14471;16260;
43,38;1827;3616;5405;7194;8983;10772;12561;14350;16139;
44,39;1828;3617;5406;7195;8984;10773;12562;14351;16140;
45,43;167;1832;1956;3621;3745;5410;5534;7199;7323;8988;9112;10777;10901;12566;12690;14355;14479;16144;16268;
46,40;1829;3618;5407;7196;8985;10774;12563;14352;16141;
47,169;1958;3747;5536;7325;9114;10903;12692;14481;16270;
48,164;1953;3742;5531;7320;9109;10898;12687;14476;16265;
49,47;1836;3625;5414;7203;8992;10781;12570;14359;16148;
50,45;1834;3623;5412;7201;8990;10779;12568;14357;16146;
51,168;1957;3746;5535;7324;9113;10902;12691;14480;16269;
52,173;196;1962;1985;3751;3774;5540;5563;7329;7352;9118;9141;10907;10930;12696;12719;14485;14508;16274;16297;
53,170;194;1959;1983;3748;3772;5537;5561;7326;7350;9115;9139;10904;10928;12693;12717;14482;14506;16271;16295;
54,175;1964;3753;5542;7331;9120;10909;12698;14487;16276;
55,178;1967;3756;5545;7334;9123;10912;12701;14490;16279;
56,54;1843;3632;5421;7210;8999;10788;12577;14366;16155;
57,176;1965;3754;5543;7332;9121;10910;12699;14488;16277;
58,41;180;1830;1969;3619;3758;5408;5547;7197;7336;8986;9125;10775;10914;12564;12703;14353;14492;16142;16281;
59,37;1826;3615;5404;7193;8982;10771;12560;14349;16138;
60,55;182;1844;1971;3633;3760;5422;5549;7211;7338;9000;9127;10789;10916;12578;12705;14367;14494;16156;16283;
61,53;1842;3631;5420;7209;8998;10787;12576;14365;16154;
62,57;184;1846;1973;3635;3762;5424;5551;7213;7340;9002;9129;10791;10918;12580;12707;14369;14496;16158;16285;
63,58;162;1847;1951;3636;3740;5425;5529;7214;7318;9003;9107;10792;10896;12581;12685;14370;14474;16159;16263;
64,59;186;1848;1975;3637;3764;5426;5553;7215;7342;9004;9131;10793;10920;12582;12709;14371;14498;16160;16287;
65,60;1849;3638;5427;7216;9005;10794;12583;14372;16161;
66,44;171;1833;1960;3622;3749;5411;5538;7200;7327;8989;9116;10778;10905;12567;12694;14356;14483;16145;16272;
67,42;166;1831;1955;3620;3744;5409;5533;7198;7322;8987;9111;10776;10900;12565;12689;14354;14478;16143;16267;
68,48;129;1837;1918;3626;3707;5415;5496;7204;7285;8993;9074;10782;10863;12571;12652;14360;14441;16149;16230;
69,49;183;1838;1972;3627;3761;5416;5550;7205;7339;8994;9128;10783;10917;12572;12706;14361;14495;16150;16284;
70,50;192;1839;1981;3628;3770;5417;5559;7206;7348;8995;9137;10784;10926;12573;12715;14362;14504;16151;16293;
71,46;174;1835;1963;3624;3752;5413;5541;7202;7330;8991;9119;10780;10908;12569;12697;14358;14486;16147;16275;
72,52;193;1841;1982;3630;3771;5419;5560;7208;7349;8997;9138;10786;10927;12575;12716;14364;14505;16153;16294;
73,70;127;1859;1916;3648;3705;5437;5494;7226;7283;9015;9072;10804;10861;12593;12650;14382;14439;16171;16228;
74,122;1911;3700;5489;7278;9067;10856;12645;14434;16223;
75,74;195;1863;1984;3652;3773;5441;5562;7230;7351;9019;9140;10808;10929;12597;12718;14386;14507;16175;16296;
76,36;66;188;1825;1855;1977;3614;3644;3766;5403;5433;5555;7192;7222;7344;8981;9011;9133;10770;10800;10922;12559;12589;12711;14348;14378;14500;16137;16167;16289;
77,78;1867;3656;5445;7234;9023;10812;12601;14390;16179;
78,9;76;198;1798;1865;1987;3587;3654;3776;5376;5443;5565;7165;7232;7354;8954;9021;9143;10743;10810;10932;12532;12599;12721;14321;14388;14510;16110;16177;16299;
79,7;68;189;1796;1857;1978;3585;3646;3767;5374;5435;5556;7163;7224;7345;8952;9013;9134;10741;10802;10923;12530;12591;12712;14319;14380;14501;16108;16169;16290;
80,77;130;1866;1919;3655;3708;5444;5497;7233;7286;9022;9075;10811;10864;12600;12653;14389;14442;16178;16231;
81,80;203;1869;1992;3658;3781;5447;5570;7236;7359;9025;9148;10814;10937;12603;12726;14392;14515;16181;16304;
82,24;202;1813;1991;3602;3780;5391;5569;7180;7358;8969;9147;10758;10936;12547;12725;14336;14514;16125;16303;
83,81;205;1870;1994;3659;3783;5448;5572;7237;7361;9026;9150;10815;10939;12604;12728;14393;14517;16182;16306;
84,10;131;1799;1920;3588;3709;5377;5498;7166;7287;8955;9076;10744;10865;12533;12654;14322;14443;16111;16232;
85,15;89;1804;1878;3593;3667;5382;5456;7171;7245;8960;9034;10749;10823;12538;12612;14327;14401;16116;16190;
86,82;204;1871;1993;3660;3782;5449;5571;7238;7360;9027;9149;10816;10938;12605;12727;14394;14516;16183;16305;
87,85;1874;3663;5452;7241;9030;10819;12608;14397;16186;
88,87;206;1876;1995;3665;3784;5454;5573;7243;7362;9032;9151;10821;10940;12610;12729;14399;14518;16188;16307;
89,93;211;1882;2000;3671;3789;5460;5578;7249;7367;9038;9156;10827;10945;12616;12734;14405;14523;16194;16312;
90,23;145;1812;1934;3601;3723;5390;5512;7179;7301;8968;9090;10757;10879;12546;12668;14335;14457;16124;16246;
91,31;151;1820;1940;3609;3729;5398;5518;7187;7307;8976;9096;10765;10885;12554;12674;14343;14463;16132;16252;
92,212;2001;3790;5579;7368;9157;10946;12735;14524;16313;
93,94;213;1883;2002;3672;3791;5461;5580;7250;7369;9039;9158;10828;10947;12617;12736;14406;14525;16195;16314;
94,102;1891;3680;5469;7258;9047;10836;12625;14414;16203;
95,99;218;1888;2007;3677;3796;5466;5585;7255;7374;9044;9163;10833;10952;12622;12741;14411;14530;16200;16319;
96,104;1893;3682;5471;7260;9049;10838;12627;14416;16205;
97,96;155;1885;1944;3674;3733;5463;5522;7252;7311;9041;9100;10830;10889;12619;12678;14408;14467;16197;16256;
98,92;209;1881;1998;3670;3787;5459;5576;7248;7365;9037;9154;10826;10943;12615;12732;14404;14521;16193;16310;
99,100;215;1889;2004;3678;3793;5467;5582;7256;7371;9045;9160;10834;10949;12623;12738;14412;14527;16201;16316;
100,95;216;1884;2005;3673;3794;5462;5583;7251;7372;9040;9161;10829;10950;12618;12739;14407;14528;16196;16317;
101,105;217;1894;2006;3683;3795;5472;5584;7261;7373;9050;9162;10839;10951;12628;12740;14417;14529;16206;16318;
102,103;222;1892;2011;3681;3800;5470;5589;7259;7378;9048;9167;10837;10956;12626;12745;14415;14534;16204;16323;
103,214;2003;3792;5581;7370;9159;10948;12737;14526;16315;
104,116;227;1905;2016;3694;3805;5483;5594;7272;7383;9061;9172;10850;10961;12639;12750;14428;14539;16217;16328;
105,221;2010;3799;5588;7377;9166;10955;12744;14533;16322;
106,106;219;1895;2008;3684;3797;5473;5586;7262;7375;9051;9164;10840;10953;12629;12742;14418;14531;16207;16320;
107,101;224;1890;2013;3679;3802;5468;5591;7257;7380;9046;9169;10835;10958;12624;12747;14413;14536;16202;16325;
108,111;231;1900;2020;3689;3809;5478;5598;7267;7387;9056;9176;10845;10965;12634;12754;14423;14543;16212;16332;
109,108;225;1897;2014;3686;3803;5475;5592;7264;7381;9053;9170;10842;10959;12631;12748;14420;14537;16209;16326;
110,110;229;1899;2018;3688;3807;5477;5596;7266;7385;9055;9174;10844;10963;12633;12752;14422;14541;16211;16330;
111,107;226;1896;2015;3685;3804;5474;5593;7263;7382;9052;9171;10841;10960;12630;12749;14419;14538;16208;16327;
112,119;1908;3697;5486;7275;9064;10853;12642;14431;16220;
113,112;239;1901;2028;3690;3817;5479;5606;7268;7395;9057;9184;10846;10973;12635;12762;14424;14551;16213;16340;
114,114;230;1903;2019;3692;3808;5481;5597;7270;7386;9059;9175;10848;10964;12637;12753;14426;14542;16215;16331;
115,228;2017;3806;5595;7384;9173;10962;12751;14540;16329;
116,117;1906;3695;5484;7273;9062;10851;12640;14429;16218;
117,115;1904;3693;5482;7271;9060;10849;12638;14427;16216;
118,234;2023;3812;5601;7390;9179;10968;12757;14546;16335;
119,235;2024;3813;5602;7391;9180;10969;12758;14547;16336;
120,121;1910;3699;5488;7277;9066;10855;12644;14433;16222;
121,120;1909;3698;5487;7276;9065;10854;12643;14432;16221;
122,238;2027;3816;5605;7394;9183;10972;12761;14550;16339;
123,236;2025;3814;5603;7392;9181;10970;12759;14548;16337;
124,233;2022;3811;5600;7389;9178;10967;12756;14545;16334;
125,56;1845;3634;5423;7212;9001;10790;12579;14368;16157;
129,181;1970;3759;5548;7337;9126;10915;12704;14493;16282;
130,177;1966;3755;5544;7333;9122;10911;12700;14489;16278;
133,185;1974;3763;5552;7341;9130;10919;12708;14497;16286;
134,62;1851;3640;5429;7218;9007;10796;12585;14374;16163;
135,63;1852;3641;5430;7219;9008;10797;12586;14375;16164;
136,64;1853;3642;5431;7220;9009;10798;12587;14376;16165;
145,201;1990;3779;5568;7357;9146;10935;12724;14513;16302;
147,86;1875;3664;5453;7242;9031;10820;12609;14398;16187;
157,88;207;1877;1996;3666;3785;5455;5574;7244;7363;9033;9152;10822;10941;12611;12730;14400;14519;16189;16308;
159,91;1880;3669;5458;7247;9036;10825;12614;14403;16192;
161,210;1999;3788;5577;7366;9155;10944;12733;14522;16311;
230,165;1954;3743;5532;7321;9110;10899;12688;14477;16266;
232,172;1961;3750;5539;7328;9117;10906;12695;14484;16273;
279,220;2009;3798;5587;7376;9165;10954;12743;14532;16321;
281,223;2012;3801;5590;7379;9168;10957;12746;14535;16324;
295,118;1907;3696;5485;7274;9063;10852;12641;14430;16219;
297,237;2026;3815;5604;7393;9182;10971;12760;14549;16338;
304,240;2029;3818;5607;7396;9185;10974;12763;14552;16341;
356,232;2021;3810;5599;7388;9177;10966;12755;14544;16333;
775,311;2100;3889;5678;7467;9256;11045;12834;14623;16412;
776,291;435;2080;2224;3869;4013;5658;5802;7447;7591;9236;9380;11025;11169;12814;12958;14603;14747;16392;16536;
777,293;434;2082;2223;3871;4012;5660;5801;7449;7590;9238;9379;11027;11168;12816;12957;14605;14746;16394;16535;
778,314;412;2103;2201;3892;3990;5681;5779;7470;7568;9259;9357;11048;11146;12837;12935;14626;14724;16415;16513;
779,292;432;2081;2221;3870;4010;5659;5799;7448;7588;9237;9377;11026;11166;12815;12955;14604;14744;16393;16533;
780,309;413;2098;2202;3887;3991;5676;5780;7465;7569;9254;9358;11043;11147;12832;12936;14621;14725;16410;16514;
781,289;431;2078;2220;3867;4009;5656;5798;7445;7587;9234;9376;11023;11165;12812;12954;14601;14743;16390;16532;
782,365;429;2154;2218;3943;4007;5732;5796;7521;7585;9310;9374;11099;11163;12888;12952;14677;14741;16466;16530;
783,304;426;2093;2215;3882;4004;5671;5793;7460;7582;9249;9371;11038;11160;12827;12949;14616;14738;16405;16527;
784,306;397;2095;2186;3884;3975;5673;5764;7462;7553;9251;9342;11040;11131;12829;12920;14618;14709;16407;16498;
785,308;438;2097;2227;3886;4016;5675;5805;7464;7594;9253;9383;11042;11172;12831;12961;14620;14750;16409;16539;
786,313;2102;3891;5680;7469;9258;11047;12836;14625;16414;
787,248;442;2037;2231;3826;4020;5615;5809;7404;7598;9193;9387;10982;11176;12771;12965;14560;14754;16349;16543;
788,310;430;2099;2219;3888;4008;5677;5797;7466;7586;9255;9375;11044;11164;12833;12953;14622;14742;16411;16531;
789,312;439;2101;2228;3890;4017;5679;5806;7468;7595;9257;9384;11046;11173;12835;12962;14624;14751;16413;16540;
790,269;444;2058;2233;3847;4022;5636;5811;7425;7600;9214;9389;11003;11178;12792;12967;14581;14756;16370;16545;
791,254;315;2043;2104;3832;3893;5621;5682;7410;7471;9199;9260;10988;11049;12777;12838;14566;14627;16355;16416;
792,242;379;2031;2168;3820;3957;5609;5746;7398;7535;9187;9324;10976;11113;12765;12902;14554;14691;16343;16480;
793,241;2030;3819;5608;7397;9186;10975;12764;14553;16342;
794,367;383;2156;2172;3945;3961;5734;5750;7523;7539;9312;9328;11101;11117;12890;12906;14679;14695;16468;16484;
795,246;2035;3824;5613;7402;9191;10980;12769;14558;16347;
796,243;375;2032;2164;3821;3953;5610;5742;7399;7531;9188;9320;10977;11109;12766;12898;14555;14687;16344;16476;
797,245;374;2034;2163;3823;3952;5612;5741;7401;7530;9190;9319;10979;11108;12768;12897;14557;14686;16346;16475;
798,252;324;2041;2113;3830;3902;5619;5691;7408;7480;9197;9269;10986;11058;12775;12847;14564;14636;16353;16425;
799,250;320;2039;2109;3828;3898;5617;5687;7406;7476;9195;9265;10984;11054;12773;12843;14562;14632;16351;16421;
800,251;258;346;378;2040;2047;2135;2167;3829;3836;3924;3956;5618;5625;5713;5745;7407;7414;7502;7534;9196;9203;9291;9323;10985;10992;11080;11112;12774;12781;12869;12901;14563;14570;14658;14690;16352;16359;16447;16479;
801,255;330;2044;2119;3833;3908;5622;5697;7411;7486;9200;9275;10989;11064;12778;12853;14567;14642;16356;16431;
802,265;377;2054;2166;3843;3955;5632;5744;7421;7533;9210;9322;10999;11111;12788;12900;14577;14689;16366;16478;
803,257;380;2046;2169;3835;3958;5624;5747;7413;7536;9202;9325;10991;11114;12780;12903;14569;14692;16358;16481;
804,253;259;325;333;386;453;2042;2048;2114;2122;2175;2242;3831;3837;3903;3911;3964;4031;5620;5626;5692;5700;5753;5820;7409;7415;7481;7489;7542;7609;9198;9204;9270;9278;9331;9398;10987;10993;11059;11067;11120;11187;12776;12782;12848;12856;12909;12976;14565;14571;14637;14645;14698;14765;16354;16360;16426;16434;16487;16554;
805,256;261;381;2045;2050;2170;3834;3839;3959;5623;5628;5748;7412;7417;7537;9201;9206;9326;10990;10995;11115;12779;12784;12904;14568;14573;14693;16357;16362;16482;
806,262;276;385;460;2051;2065;2174;2249;3840;3854;3963;4038;5629;5643;5752;5827;7418;7432;7541;7616;9207;9221;9330;9405;10996;11010;11119;11194;12785;12799;12908;12983;14574;14588;14697;14772;16363;16377;16486;16561;
807,266;391;2055;2180;3844;3969;5633;5758;7422;7547;9211;9336;11000;11125;12789;12914;14578;14703;16367;16492;
808,267;384;2056;2173;3845;3962;5634;5751;7423;7540;9212;9329;11001;11118;12790;12907;14579;14696;16368;16485;
809,268;390;2057;2179;3846;3968;5635;5757;7424;7546;9213;9335;11002;11124;12791;12913;14580;14702;16369;16491;
810,271;395;2060;2184;3849;3973;5638;5762;7427;7551;9216;9340;11005;11129;12794;12918;14583;14707;16372;16496;
811,371;2160;3949;5738;7527;9316;11105;12894;14683;16472;
815,398;2187;3976;5765;7554;9343;11132;12921;14710;16499;
816,422;2211;4000;5789;7578;9367;11156;12945;14734;16523;
817,405;2194;3983;5772;7561;9350;11139;12928;14717;16506;
818,402;2191;3980;5769;7558;9347;11136;12925;14714;16503;
819,279;2068;3857;5646;7435;9224;11013;12802;14591;16380;
820,400;2189;3978;5767;7556;9345;11134;12923;14712;16501;
821,404;2193;3982;5771;7560;9349;11138;12927;14716;16505;
822,399;2188;3977;5766;7555;9344;11133;12922;14711;16500;
823,403;2192;3981;5770;7559;9348;11137;12926;14715;16504;
824,401;2190;3979;5768;7557;9346;11135;12924;14713;16502;
825,409;2198;3987;5776;7565;9354;11143;12932;14721;16510;
826,407;2196;3985;5774;7563;9352;11141;12930;14719;16508;
827,408;2197;3986;5775;7564;9353;11142;12931;14720;16509;
830,425;2214;4003;5792;7581;9370;11159;12948;14737;16526;
832,278;2067;3856;5645;7434;9223;11012;12801;14590;16379;
833,419;2208;3997;5786;7575;9364;11153;12942;14731;16520;
834,280;2069;3858;5647;7436;9225;11014;12803;14592;16381;
835,295;2084;3873;5662;7451;9240;11029;12818;14607;16396;
836,299;2088;3877;5666;7455;9244;11033;12822;14611;16400;
837,294;2083;3872;5661;7450;9239;11028;12817;14606;16395;
838,284;2073;3862;5651;7440;9229;11018;12807;14596;16385;
839,282;2071;3860;5649;7438;9227;11016;12805;14594;16383;
840,303;2092;3881;5670;7459;9248;11037;12826;14615;16404;
841,281;2070;3859;5648;7437;9226;11015;12804;14593;16382;
842,287;288;2076;2077;3865;3866;5654;5655;7443;7444;9232;9233;11021;11022;12810;12811;14599;14600;16388;16389;
843,283;2072;3861;5650;7439;9228;11017;12806;14595;16384;
844,376;2165;3954;5743;7532;9321;11110;12899;14688;16477;
845,302;2091;3880;5669;7458;9247;11036;12825;14614;16403;
846,366;2155;3944;5733;7522;9311;11100;12889;14678;16467;
847,368;2157;3946;5735;7524;9313;11102;12891;14680;16469;
848,363;2152;3941;5730;7519;9308;11097;12886;14675;16464;
849,364;2153;3942;5731;7520;9309;11098;12887;14676;16465;
850,285;2074;3863;5652;7441;9230;11019;12808;14597;16386;
851,370;427;2159;2216;3948;4005;5737;5794;7526;7583;9315;9372;11104;11161;12893;12950;14682;14739;16471;16528;
852,307;433;2096;2222;3885;4011;5674;5800;7463;7589;9252;9378;11041;11167;12830;12956;14619;14745;16408;16534;
853,290;2079;3868;5657;7446;9235;11024;12813;14602;16391;
854,369;436;2158;2225;3947;4014;5736;5803;7525;7592;9314;9381;11103;11170;12892;12959;14681;14748;16470;16537;
855,277;428;2066;2217;3855;4006;5644;5795;7433;7584;9222;9373;11011;11162;12800;12951;14589;14740;16378;16529;
856,249;437;2038;2226;3827;4015;5616;5804;7405;7593;9194;9382;10983;11171;12772;12960;14561;14749;16350;16538;
857,316;2105;3894;5683;7472;9261;11050;12839;14628;16417;
858,319;2108;3897;5686;7475;9264;11053;12842;14631;16420;
859,244;373;2033;2162;3822;3951;5611;5740;7400;7529;9189;9318;10978;11107;12767;12896;14556;14685;16345;16474;
860,318;321;2107;2110;3896;3899;5685;5688;7474;7477;9263;9266;11052;11055;12841;12844;14630;14633;16419;16422;
861,317;2106;3895;5684;7473;9262;11051;12840;14629;16418;
862,272;323;2061;2112;3850;3901;5639;5690;7428;7479;9217;9268;11006;11057;12795;12846;14584;14635;16373;16424;
863,338;445;2127;2234;3916;4023;5705;5812;7494;7601;9283;9390;11072;11179;12861;12968;14650;14757;16439;16546;
864,247;372;2036;2161;3825;3950;5614;5739;7403;7528;9192;9317;10981;11106;12770;12895;14559;14684;16348;16473;
865,263;322;382;2052;2111;2171;3841;3900;3960;5630;5689;5749;7419;7478;7538;9208;9267;9327;10997;11056;11116;12786;12845;12905;14575;14634;14694;16364;16423;16483;
866,449;2238;4027;5816;7605;9394;11183;12972;14761;16550;
867,326;392;2115;2181;3904;3970;5693;5759;7482;7548;9271;9337;11060;11126;12849;12915;14638;14704;16427;16493;
868,327;2116;3905;5694;7483;9272;11061;12850;14639;16428;
869,329;2118;3907;5696;7485;9274;11063;12852;14641;16430;
870,336;2125;3914;5703;7492;9281;11070;12859;14648;16437;
871,260;328;389;454;2049;2117;2178;2243;3838;3906;3967;4032;5627;5695;5756;5821;7416;7484;7545;7610;9205;9273;9334;9399;10994;11062;11123;11188;12783;12851;12912;12977;14572;14640;14701;14766;16361;16429;16490;16555;
872,264;334;394;2053;2123;2183;3842;3912;3972;5631;5701;5761;7420;7490;7550;9209;9279;9339;10998;11068;11128;12787;12857;12917;14576;14646;14706;16365;16435;16495;
873,274;388;2063;2177;3852;3966;5641;5755;7430;7544;9219;9333;11008;11122;12797;12911;14586;14700;16375;16489;
874,273;393;2062;2182;3851;3971;5640;5760;7429;7549;9218;9338;11007;11127;12796;12916;14585;14705;16374;16494;
875,270;352;2059;2141;3848;3930;5637;5719;7426;7508;9215;9297;11004;11086;12793;12875;14582;14664;16371;16453;
876,332;2121;3910;5699;7488;9277;11066;12855;14644;16433;
877,347;2136;3925;5714;7503;9292;11081;12870;14659;16448;
878,345;2134;3923;5712;7501;9290;11079;12868;14657;16446;
879,450;2239;4028;5817;7606;9395;11184;12973;14762;16551;
880,335;451;2124;2240;3913;4029;5702;5818;7491;7607;9280;9396;11069;11185;12858;12974;14647;14763;16436;16552;
881,331;459;2120;2248;3909;4037;5698;5826;7487;7615;9276;9404;11065;11193;12854;12982;14643;14771;16432;16560;
882,339;462;2128;2251;3917;4040;5706;5829;7495;7618;9284;9407;11073;11196;12862;12985;14651;14774;16440;16563;
883,340;2129;3918;5707;7496;9285;11074;12863;14652;16441;
884,275;362;2064;2151;3853;3940;5642;5729;7431;7518;9220;9307;11009;11096;12798;12885;14587;14674;16376;16463;
885,337;396;2126;2185;3915;3974;5704;5763;7493;7552;9282;9341;11071;11130;12860;12919;14649;14708;16438;16497;
886,341;461;2130;2250;3919;4039;5708;5828;7497;7617;9286;9406;11075;11195;12864;12984;14653;14773;16442;16562;
887,344;464;2133;2253;3922;4042;5711;5831;7500;7620;9289;9409;11078;11198;12867;12987;14656;14776;16445;16565;
888,348;2137;3926;5715;7504;9293;11082;12871;14660;16449;
889,350;473;2139;2262;3928;4051;5717;5840;7506;7629;9295;9418;11084;11207;12873;12996;14662;14785;16451;16574;
890,349;2138;3927;5716;7505;9294;11083;12872;14661;16450;
891,342;2131;3920;5709;7498;9287;11076;12865;14654;16443;
892,357;2146;3935;5724;7513;9302;11091;12880;14669;16458;
893,358;2147;3936;5725;7514;9303;11092;12881;14670;16459;
894,354;2143;3932;5721;7510;9299;11088;12877;14666;16455;
895,353;2142;3931;5720;7509;9298;11087;12876;14665;16454;
896,463;2252;4041;5830;7619;9408;11197;12986;14775;16564;
897,360;2149;3938;5727;7516;9305;11094;12883;14672;16461;
898,355;2144;3933;5722;7511;9300;11089;12878;14667;16456;
899,415;2204;3993;5782;7571;9360;11149;12938;14727;16516;
901,414;2203;3992;5781;7570;9359;11148;12937;14726;16515;
903,296;2085;3874;5663;7452;9241;11030;12819;14608;16397;
904,297;2086;3875;5664;7453;9242;11031;12820;14609;16398;
905,418;2207;3996;5785;7574;9363;11152;12941;14730;16519;
906,416;2205;3994;5783;7572;9361;11150;12939;14728;16517;
907,286;2075;3864;5653;7442;9231;11020;12809;14598;16387;
908,301;2090;3879;5668;7457;9246;11035;12824;14613;16402;
909,300;2089;3878;5667;7456;9245;11034;12823;14612;16401;
910,298;2087;3876;5665;7454;9243;11032;12821;14610;16399;
912,417;2206;3995;5784;7573;9362;11151;12940;14729;16518;
915,420;2209;3998;5787;7576;9365;11154;12943;14732;16521;
916,421;2210;3999;5788;7577;9366;11155;12944;14733;16522;
919,424;2213;4002;5791;7580;9369;11158;12947;14736;16525;
920,305;2094;3883;5672;7461;9250;11039;12828;14617;16406;
921,440;2229;4018;5807;7596;9385;11174;12963;14752;16541;
922,441;2230;4019;5808;7597;9386;11175;12964;14753;16542;
931,387;2176;3965;5754;7543;9332;11121;12910;14699;16488;
932,446;2235;4024;5813;7602;9391;11180;12969;14758;16547;
933,443;2232;4021;5810;7599;9388;11177;12966;14755;16544;
934,447;2236;4025;5814;7603;9392;11181;12970;14759;16548;
935,343;2132;3921;5710;7499;9288;11077;12866;14655;16444;
