from_node,to_node,from_time,to_time,arc_capacity
106,652,8,9,350
1060,606,0,1,350
1060,606,1,2,350
1061,607,0,1,350
1061,607,1,2,350
1062,608,0,1,350
1062,608,1,2,350
1063,609,0,1,350
1063,609,1,2,350
1064,610,0,1,350
1064,610,1,2,350
1065,611,0,1,350
1065,611,1,2,350
1066,612,0,1,350
1066,612,1,2,350
1067,613,0,1,350
1068,614,0,1,350
1068,614,1,2,350
1069,615,0,1,350
107,107,5,6,350
107,107,6,7,350
107,107,7,8,350
107,653,8,9,350
1070,616,0,1,350
1070,616,1,2,350
1071,617,0,1,350
1071,617,1,2,350
1072,618,0,1,350
1072,618,1,2,350
1073,619,0,1,350
1073,619,1,2,350
1074,620,0,1,350
1074,620,1,2,350
1075,621,0,1,350
1075,621,1,2,350
1076,622,0,1,350
1076,622,1,2,350
1077,623,0,1,350
1077,623,1,2,350
1078,624,0,1,350
1078,624,1,2,350
1079,625,0,1,350
1079,625,1,2,350
108,108,6,7,350
108,108,7,8,350
108,654,8,9,350
1080,626,0,1,350
1080,626,1,2,350
1081,627,0,1,350
1081,627,1,2,350
1082,628,0,1,350
1082,628,1,2,350
1083,629,0,1,350
1083,629,1,2,350
1084,630,0,1,350
1084,630,1,2,350
1085,631,0,1,350
1085,631,1,2,350
1086,632,0,1,350
1086,632,1,2,350
1087,633,0,1,350
1087,633,1,2,350
1088,634,0,1,350
1088,634,1,2,350
1089,635,0,1,350
1089,635,1,2,350
109,109,2,3,350
109,109,3,4,350
109,109,4,5,350
109,109,5,6,350
109,109,6,7,350
109,109,7,8,350
109,655,8,9,350
1090,636,0,1,350
1090,636,1,2,350
1091,637,0,1,350
1091,637,1,2,350
1092,638,0,1,350
1092,638,1,2,350
1093,639,0,1,350
1093,639,1,2,350
1094,640,0,1,350
1094,640,1,2,350
1095,641,0,1,350
1095,641,1,2,350
1096,642,0,1,350
1096,642,1,2,350
1097,643,0,1,350
1097,643,1,2,350
1098,644,0,1,350
1098,644,1,2,350
1099,645,0,1,350
1099,645,1,2,350
11,11,6,7,350
11,11,7,8,350
11,557,8,9,350
110,110,5,6,350
110,110,6,7,350
110,110,7,8,350
110,656,8,9,350
1100,646,0,1,350
1100,646,1,2,350
1100,646,10,11,350
1101,647,0,1,350
1101,647,1,2,350
1102,648,0,1,350
1103,649,0,1,350
1103,649,1,2,350
1104,650,0,1,350
1104,650,1,2,350
1105,651,0,1,350
1105,651,1,2,350
1106,652,0,1,350
1106,652,1,2,350
1107,653,0,1,350
1107,653,1,2,350
1108,654,0,1,350
1108,654,1,2,350
1109,655,0,1,350
1109,655,1,2,350
111,111,7,8,350
111,657,8,9,350
1110,656,0,1,350
1110,656,1,2,350
1111,657,0,1,350
1111,657,1,2,350
1112,658,0,1,350
1112,658,1,2,350
1113,659,0,1,350
1113,659,1,2,350
1114,660,0,1,350
1114,660,1,2,350
1115,661,0,1,350
1115,661,1,2,350
1116,662,0,1,350
1116,662,1,2,350
1117,663,0,1,350
1117,663,1,2,350
1118,664,0,1,350
1118,664,1,2,350
1119,665,0,1,350
1119,665,1,2,350
112,112,5,6,350
112,112,6,7,350
112,112,7,8,350
112,658,8,9,350
1120,666,0,1,350
1120,666,1,2,350
1121,667,0,1,350
1121,667,1,2,350
1122,668,0,1,350
1122,668,1,2,350
113,113,2,3,350
113,113,3,4,350
113,113,4,5,350
113,113,5,6,350
113,113,6,7,350
113,113,7,8,350
113,659,8,9,350
114,114,5,6,350
114,114,6,7,350
114,114,7,8,350
114,660,8,9,350
115,661,8,9,350
116,116,5,6,350
116,116,6,7,350
116,116,7,8,350
116,662,8,9,350
117,117,6,7,350
117,117,7,8,350
117,663,8,9,350
118,118,6,7,350
118,118,7,8,350
118,664,8,9,350
119,119,6,7,350
119,119,7,8,350
119,665,8,9,350
12,12,7,8,350
12,558,8,9,350
120,120,5,6,350
120,120,6,7,350
120,120,7,8,350
120,666,8,9,350
121,121,2,3,350
121,121,3,4,350
121,121,4,5,350
121,121,5,6,350
121,121,6,7,350
121,121,7,8,350
121,667,8,9,350
122,122,6,7,350
122,122,7,8,350
122,668,8,9,350
123,123,6,7,350
123,123,7,8,350
123,669,8,9,350
124,124,7,8,350
124,670,8,9,350
125,671,8,9,350
129,129,6,7,350
129,129,7,8,350
129,675,8,9,350
13,13,7,8,350
13,559,8,9,350
130,676,8,9,350
133,133,6,7,350
133,133,7,8,350
133,679,8,9,350
134,680,8,9,350
135,681,8,9,350
136,682,8,9,350
14,14,7,8,350
14,560,8,9,350
145,145,6,7,350
145,145,7,8,350
145,691,8,9,350
147,693,8,9,350
15,15,7,8,350
15,561,8,9,350
157,157,7,8,350
157,703,8,9,350
159,705,8,9,350
16,16,6,7,350
16,16,7,8,350
16,562,8,9,350
161,161,6,7,350
161,161,7,8,350
161,707,8,9,350
17,17,4,5,350
17,17,5,6,350
17,17,6,7,350
17,17,7,8,350
17,563,8,9,350
18,18,5,6,350
18,18,6,7,350
18,18,7,8,350
18,564,8,9,350
19,19,5,6,350
19,19,6,7,350
19,19,7,8,350
19,565,8,9,350
2,2,3,4,350
2,2,4,5,350
2,2,5,6,350
2,2,6,7,350
2,2,7,8,350
2,548,8,9,350
20,20,2,3,350
20,20,3,4,350
20,20,4,5,350
20,20,5,6,350
20,20,6,7,350
20,20,7,8,350
20,566,8,9,350
21,21,2,3,350
21,21,3,4,350
21,21,4,5,350
21,21,5,6,350
21,21,6,7,350
21,21,7,8,350
21,567,8,9,350
22,22,4,5,350
22,22,5,6,350
22,22,6,7,350
22,22,7,8,350
22,568,8,9,350
23,23,5,6,350
23,23,6,7,350
23,23,7,8,350
23,569,8,9,350
230,230,6,7,350
230,230,7,8,350
230,776,8,9,350
232,232,7,8,350
232,778,8,9,350
24,24,5,6,350
24,24,6,7,350
24,24,7,8,350
24,570,8,9,350
25,25,7,8,350
25,571,8,9,350
26,26,3,4,350
26,26,4,5,350
26,26,5,6,350
26,26,6,7,350
26,26,7,8,350
26,572,8,9,350
27,27,3,4,350
27,27,4,5,350
27,27,5,6,350
27,27,6,7,350
27,27,7,8,350
27,573,8,9,350
279,825,8,9,350
28,28,5,6,350
28,28,6,7,350
28,28,7,8,350
28,574,8,9,350
281,281,6,7,350
281,281,7,8,350
281,827,8,9,350
29,29,5,6,350
29,29,6,7,350
29,29,7,8,350
29,575,8,9,350
295,841,8,9,350
297,297,6,7,350
297,297,7,8,350
297,843,8,9,350
3,3,7,8,350
3,549,8,9,350
30,30,5,6,350
30,30,6,7,350
30,30,7,8,350
30,576,8,9,350
304,304,6,7,350
304,304,7,8,350
304,850,8,9,350
31,31,7,8,350
31,577,8,9,350
32,32,7,8,350
32,578,8,9,350
33,33,5,6,350
33,33,6,7,350
33,33,7,8,350
33,579,8,9,350
34,34,6,7,350
34,34,7,8,350
34,580,8,9,350
35,35,6,7,350
35,35,7,8,350
35,581,8,9,350
356,356,6,7,350
356,356,7,8,350
356,902,8,9,350
36,36,6,7,350
36,36,7,8,350
36,582,8,9,350
37,37,3,4,350
37,37,4,5,350
37,37,5,6,350
37,37,6,7,350
37,37,7,8,350
37,583,8,9,350
38,584,8,9,350
39,39,3,4,350
39,39,4,5,350
39,39,5,6,350
39,39,6,7,350
39,39,7,8,350
39,585,8,9,350
394,601,10,11,350
397,604,15,16,350
397,604,4,5,350
398,399,15,16,350
399,537,10,14,350
399,537,11,15,350
399,537,12,16,350
399,537,15,19,350
399,537,16,20,350
399,537,17,21,350
399,537,18,22,350
399,537,22,26,350
399,609,19,20,350
399,609,3,4,350
399,609,6,7,350
4,4,7,8,350
4,550,8,9,350
40,40,3,4,350
40,40,4,5,350
40,40,5,6,350
40,40,6,7,350
40,40,7,8,350
40,586,8,9,350
400,398,13,15,350
400,609,10,13,350
400,609,3,6,350
401,400,10,13,350
401,590,2,4,350
401,590,5,7,350
403,403,19,20,350
403,404,10,13,350
403,404,16,19,350
403,611,11,13,350
403,611,13,15,350
403,611,2,4,350
403,611,20,22,350
403,611,5,7,350
404,405,13,14,350
404,405,14,15,350
404,405,19,20,350
404,680,11,13,350
404,680,19,21,350
405,488,14,15,350
405,488,15,16,350
405,488,20,21,350
41,41,6,7,350
41,41,7,8,350
41,587,8,9,350
42,588,8,9,350
425,426,13,15,350
425,426,15,17,350
426,441,15,19,350
426,441,17,21,350
429,593,10,11,350
43,589,8,9,350
431,432,11,14,350
431,597,3,5,350
432,433,14,16,350
432,599,4,6,350
433,434,10,12,350
433,434,12,14,350
433,434,16,18,350
433,616,3,6,350
434,435,12,15,350
434,435,14,17,350
434,435,17,20,350
434,435,18,21,350
435,435,10,11,350
435,435,12,13,350
435,436,11,13,350
435,436,13,15,350
435,436,14,16,350
435,436,15,17,350
435,436,17,19,350
435,436,20,22,350
435,436,21,23,350
435,436,31,33,350
435,436,32,34,350
435,436,33,35,350
435,436,34,36,350
435,436,37,39,350
435,436,38,40,350
435,436,42,44,350
435,552,24,25,350
435,552,3,4,350
435,554,13,15,350
435,554,15,17,350
435,554,16,18,350
435,554,17,19,350
435,554,5,7,350
436,435,29,31,350
436,435,30,32,350
436,435,32,34,350
436,435,36,38,350
436,435,40,42,350
436,436,16,17,350
436,436,26,27,350
436,436,28,29,350
436,436,29,30,350
436,436,31,32,350
436,436,35,36,350
436,436,39,40,350
436,437,13,16,350
436,437,17,20,350
436,437,22,25,350
436,437,23,26,350
436,437,30,33,350
436,437,33,36,350
436,437,34,37,350
436,437,35,38,350
436,437,36,39,350
436,437,39,42,350
436,437,40,43,350
436,437,44,47,350
436,496,15,16,350
436,496,17,18,350
436,496,19,20,350
436,496,24,25,350
436,496,26,27,350
436,496,27,28,350
436,496,29,30,350
436,496,30,31,350
436,496,32,33,350
436,496,33,34,350
436,496,34,35,350
436,496,37,38,350
436,496,38,39,350
437,436,21,24,350
437,436,23,26,350
437,436,26,29,350
437,436,27,30,350
437,436,29,32,350
437,436,30,33,350
437,436,31,34,350
437,436,34,37,350
437,436,35,38,350
437,437,16,17,350
437,437,18,19,350
437,437,22,23,350
437,437,25,26,350
437,437,26,27,350
437,437,27,28,350
437,437,28,29,350
437,437,29,30,350
437,437,42,43,350
437,438,26,30,350
437,438,33,37,350
437,438,43,47,350
437,438,47,51,350
437,554,3,4,350
437,556,10,13,350
437,556,11,14,350
437,556,12,15,350
437,556,13,16,350
437,556,14,17,350
437,556,15,18,350
437,556,16,19,350
437,556,17,20,350
437,556,18,21,350
437,556,19,22,350
437,556,20,23,350
437,556,21,24,350
437,556,22,25,350
437,556,23,26,350
437,556,24,27,350
437,556,25,28,350
437,556,26,29,350
437,556,27,30,350
437,556,28,31,350
437,556,29,32,350
437,556,30,33,350
437,556,31,34,350
437,556,32,35,350
437,556,33,36,350
437,556,34,37,350
437,556,35,38,350
437,556,36,39,350
437,556,37,40,350
437,556,38,41,350
437,556,39,42,350
437,556,40,43,350
437,556,41,44,350
437,556,42,45,350
437,556,43,46,350
437,556,44,47,350
437,556,45,48,350
437,556,46,49,350
437,556,47,50,350
437,556,48,51,350
437,556,49,52,350
437,556,50,53,350
437,556,51,54,350
437,556,52,55,350
437,556,53,56,350
437,556,54,57,350
437,556,55,58,350
438,437,13,17,350
438,437,14,18,350
438,437,17,21,350
438,437,18,22,350
438,437,19,23,350
438,437,20,24,350
438,437,21,25,350
438,437,22,26,350
438,437,23,27,350
438,437,24,28,350
438,437,25,29,350
438,437,26,30,350
438,437,27,31,350
438,437,29,33,350
438,437,30,34,350
438,437,31,35,350
438,437,37,41,350
438,437,38,42,350
438,437,40,44,350
438,437,41,45,350
438,437,42,46,350
438,437,43,47,350
438,437,44,48,350
438,437,45,49,350
438,437,46,50,350
438,437,47,51,350
438,437,48,52,350
438,437,49,53,350
438,437,50,54,350
438,437,51,55,350
438,439,19,21,350
438,439,25,27,350
438,439,26,28,350
438,535,24,31,350
438,535,27,34,350
438,535,28,35,350
438,535,29,36,350
438,535,30,37,350
438,535,31,38,350
438,540,20,22,350
438,540,4,6,350
439,438,11,13,350
439,438,12,14,350
439,438,15,17,350
439,438,16,18,350
439,438,17,19,350
439,438,18,20,350
439,438,2,4,350
439,438,20,22,350
439,438,21,23,350
439,438,22,24,350
439,438,23,25,350
439,438,25,27,350
439,438,27,29,350
439,438,28,30,350
439,438,29,31,350
439,439,10,11,350
439,439,13,14,350
439,439,14,15,350
439,439,15,16,350
439,439,16,17,350
439,440,18,20,350
439,614,11,13,350
439,614,14,16,350
439,614,16,18,350
439,614,20,22,350
439,614,21,23,350
439,614,26,28,350
44,590,8,9,350
440,439,10,12,350
440,439,13,15,350
440,439,14,16,350
440,439,16,18,350
440,439,19,21,350
440,439,20,22,350
440,439,21,23,350
440,439,23,25,350
440,439,24,26,350
441,440,14,16,350
441,440,17,19,350
441,440,19,21,350
441,440,21,23,350
441,440,22,24,350
441,596,12,13,350
441,596,3,4,350
441,596,6,7,350
449,663,4,5,350
45,45,6,7,350
45,45,7,8,350
45,591,8,9,350
451,452,10,12,350
452,525,11,13,350
452,525,2,4,350
452,525,3,5,350
452,652,10,12,350
452,652,12,14,350
452,652,13,15,350
452,652,16,18,350
453,650,10,13,350
453,650,13,16,350
46,46,5,6,350
46,46,6,7,350
46,46,7,8,350
46,592,8,9,350
47,47,6,7,350
47,47,7,8,350
47,593,8,9,350
475,706,16,19,350
476,477,10,13,350
476,477,13,16,350
476,477,19,22,350
476,705,5,7,350
477,477,24,25,350
477,477,25,26,350
477,478,14,16,350
477,478,15,17,350
477,478,17,19,350
477,478,25,27,350
477,478,26,28,350
477,478,3,5,350
477,478,4,6,350
477,503,11,12,350
477,503,13,14,350
477,503,16,17,350
477,503,20,21,350
477,503,22,23,350
478,479,13,16,350
478,479,16,19,350
478,479,17,20,350
478,479,19,22,350
478,479,27,30,350
478,479,28,31,350
478,633,10,12,350
478,703,3,4,350
478,703,5,6,350
478,703,6,7,350
479,480,10,11,350
479,480,16,17,350
479,480,19,20,350
479,480,20,21,350
479,480,22,23,350
479,480,30,31,350
479,480,31,32,350
48,48,6,7,350
48,48,7,8,350
48,594,8,9,350
480,481,21,22,350
480,481,31,32,350
480,481,32,33,350
480,484,11,13,350
480,484,15,17,350
480,484,17,19,350
480,484,20,22,350
480,484,23,25,350
481,691,22,24,350
481,691,32,34,350
481,691,33,35,350
483,480,13,15,350
484,485,17,20,350
484,627,11,13,350
484,627,13,15,350
484,627,14,16,350
484,627,17,19,350
484,627,19,21,350
484,627,22,24,350
484,627,25,27,350
484,627,5,7,350
485,485,11,12,350
485,485,12,13,350
485,485,17,18,350
485,485,18,19,350
485,485,21,22,350
485,485,33,34,350
485,489,13,15,350
485,489,20,22,350
485,626,10,12,350
485,626,13,15,350
485,626,18,20,350
485,626,19,21,350
485,626,20,22,350
485,626,22,24,350
485,626,23,25,350
485,626,27,29,350
485,626,29,31,350
485,626,30,32,350
485,626,34,36,350
486,627,10,12,350
486,691,4,5,350
487,488,11,13,350
487,488,15,17,350
487,488,34,36,350
487,535,15,18,350
487,535,18,21,350
487,535,19,22,350
487,535,29,32,350
487,535,30,33,350
487,535,36,39,350
487,535,38,41,350
487,535,39,42,350
487,535,40,43,350
487,681,17,19,350
487,681,23,25,350
488,487,13,15,350
488,487,15,17,350
488,487,16,18,350
488,487,17,19,350
488,487,21,23,350
488,487,28,30,350
488,487,32,34,350
488,487,36,38,350
488,682,6,7,350
489,490,13,14,350
489,490,15,16,350
489,490,17,18,350
489,490,19,20,350
489,490,20,21,350
489,490,22,23,350
489,490,24,25,350
489,490,27,28,350
489,490,33,34,350
489,490,35,36,350
49,595,8,9,350
490,490,19,20,350
490,490,25,26,350
490,490,28,29,350
490,490,37,38,350
490,491,14,16,350
490,491,16,18,350
490,491,2,4,350
490,491,20,22,350
490,491,24,26,350
490,491,26,28,350
490,491,31,33,350
490,491,33,35,350
490,491,34,36,350
490,557,10,12,350
490,557,13,15,350
490,557,14,16,350
490,557,15,17,350
490,557,17,19,350
490,557,18,20,350
490,557,20,22,350
490,557,21,23,350
490,557,22,24,350
490,557,23,25,350
490,557,24,26,350
490,557,25,27,350
490,557,27,29,350
490,557,28,30,350
490,557,29,31,350
490,557,3,5,350
490,557,30,32,350
490,557,34,36,350
490,557,35,37,350
490,557,36,38,350
490,557,38,40,350
490,557,41,43,350
491,490,22,24,350
491,492,26,29,350
491,558,10,12,350
491,558,16,18,350
491,558,18,20,350
491,558,2,4,350
491,558,21,23,350
491,558,24,26,350
491,558,27,29,350
491,558,28,30,350
491,558,33,35,350
491,558,35,37,350
491,558,36,38,350
491,558,4,6,350
491,559,3,4,350
491,559,5,6,350
492,492,3,4,350
492,492,34,35,350
492,493,14,15,350
492,493,29,30,350
492,493,35,36,350
492,493,4,5,350
492,561,10,12,350
492,561,11,13,350
492,561,14,16,350
492,561,15,17,350
492,561,16,18,350
492,561,17,19,350
492,561,18,20,350
492,561,26,28,350
492,561,28,30,350
492,561,29,31,350
492,561,31,33,350
492,562,19,20,350
492,562,27,28,350
492,562,35,36,350
493,492,13,14,350
493,492,14,15,350
493,492,15,16,350
493,492,16,17,350
493,492,17,18,350
493,492,18,19,350
493,492,25,26,350
493,492,27,28,350
493,492,28,29,350
493,492,30,31,350
493,492,33,34,350
493,492,34,35,350
493,493,31,32,350
493,493,36,37,350
493,494,11,13,350
493,494,12,14,350
493,494,13,15,350
493,494,15,17,350
493,494,17,19,350
493,494,18,20,350
493,494,19,21,350
493,494,20,22,350
493,494,21,23,350
493,494,22,24,350
493,494,23,25,350
493,494,27,29,350
493,494,30,32,350
493,494,31,33,350
493,494,32,34,350
493,494,33,35,350
493,494,34,36,350
493,494,35,37,350
493,494,36,38,350
493,494,37,39,350
493,494,38,40,350
493,494,40,42,350
493,494,41,43,350
493,494,42,44,350
493,562,20,21,350
493,562,22,23,350
493,562,24,25,350
493,562,26,27,350
493,562,29,30,350
493,562,30,31,350
493,562,4,5,350
493,564,15,17,350
493,564,5,7,350
494,493,38,40,350
494,493,39,41,350
494,493,40,42,350
494,495,13,16,350
494,495,14,17,350
494,495,15,18,350
494,495,17,20,350
494,495,18,21,350
494,495,19,22,350
494,495,20,23,350
494,495,21,24,350
494,495,22,25,350
494,495,23,26,350
494,495,24,27,350
494,495,25,28,350
494,495,29,32,350
494,495,30,33,350
494,495,31,34,350
494,495,32,35,350
494,495,33,36,350
494,495,34,37,350
494,495,35,38,350
494,495,36,39,350
494,495,37,40,350
494,495,38,41,350
494,495,40,43,350
494,495,41,44,350
494,495,42,45,350
494,495,43,46,350
494,495,44,47,350
494,561,6,7,350
494,563,19,21,350
494,563,3,5,350
494,563,34,36,350
494,563,35,37,350
494,563,36,38,350
494,563,37,39,350
495,494,15,18,350
495,494,16,19,350
495,494,27,30,350
495,494,28,31,350
495,494,32,35,350
495,494,33,36,350
495,494,34,37,350
495,494,35,38,350
495,494,37,40,350
495,494,38,41,350
495,495,41,42,350
495,496,17,19,350
495,496,18,20,350
495,496,20,22,350
495,496,21,23,350
495,496,22,24,350
495,496,23,25,350
495,496,24,26,350
495,496,25,27,350
495,496,26,28,350
495,496,27,29,350
495,496,28,30,350
495,496,30,32,350
495,496,32,34,350
495,496,34,36,350
495,496,35,37,350
495,496,36,38,350
495,496,38,40,350
495,496,39,41,350
495,496,40,42,350
495,496,41,43,350
495,496,42,44,350
495,496,43,45,350
495,496,44,46,350
495,496,45,47,350
495,496,46,48,350
495,496,47,49,350
495,551,15,18,350
495,551,21,24,350
495,551,26,29,350
495,551,33,36,350
495,560,12,13,350
495,560,4,5,350
496,436,25,26,350
496,436,27,28,350
496,436,28,29,350
496,436,29,30,350
496,436,30,31,350
496,436,34,35,350
496,436,38,39,350
496,495,25,27,350
496,495,28,30,350
496,496,27,28,350
496,496,28,29,350
496,556,10,11,350
496,556,11,12,350
496,556,12,13,350
496,556,13,14,350
496,556,14,15,350
496,556,15,16,350
496,556,16,17,350
496,556,17,18,350
496,556,18,19,350
496,556,19,20,350
496,556,2,3,350
496,556,20,21,350
496,556,21,22,350
496,556,22,23,350
496,556,23,24,350
496,556,24,25,350
496,556,25,26,350
496,556,26,27,350
496,556,27,28,350
496,556,28,29,350
496,556,29,30,350
496,556,30,31,350
496,556,31,32,350
496,556,32,33,350
496,556,33,34,350
496,556,34,35,350
496,556,35,36,350
496,556,36,37,350
496,556,37,38,350
496,556,38,39,350
496,556,39,40,350
496,556,4,5,350
496,556,40,41,350
496,556,41,42,350
496,556,42,43,350
496,556,43,44,350
496,556,44,45,350
496,556,45,46,350
496,556,46,47,350
496,556,47,48,350
496,556,48,49,350
496,556,49,50,350
496,556,5,6,350
496,556,6,7,350
497,493,12,13,350
497,493,13,14,350
497,493,14,15,350
497,493,15,16,350
497,493,16,17,350
497,493,17,18,350
497,493,19,20,350
497,493,20,21,350
497,493,21,22,350
497,493,23,24,350
497,493,24,25,350
497,493,25,26,350
497,493,26,27,350
497,493,27,28,350
497,493,28,29,350
497,493,29,30,350
497,493,30,31,350
497,493,32,33,350
497,493,33,34,350
497,493,34,35,350
497,493,35,36,350
498,497,11,12,350
498,497,12,13,350
498,497,13,14,350
498,497,14,15,350
498,497,15,16,350
498,497,16,17,350
498,497,18,19,350
498,497,19,20,350
498,497,20,21,350
498,497,22,23,350
498,497,23,24,350
498,497,24,25,350
498,497,25,26,350
498,497,26,27,350
498,497,27,28,350
498,497,28,29,350
498,497,29,30,350
498,497,31,32,350
498,497,32,33,350
498,497,33,34,350
498,497,34,35,350
498,498,11,12,350
498,498,19,20,350
498,499,14,15,350
499,498,10,11,350
499,498,13,14,350
499,498,18,19,350
499,498,25,26,350
499,567,14,16,350
499,567,15,17,350
499,567,21,23,350
499,567,23,25,350
499,567,26,28,350
499,569,3,4,350
499,569,6,7,350
5,5,4,5,350
5,5,5,6,350
5,5,6,7,350
5,5,7,8,350
5,551,8,9,350
50,596,8,9,350
500,500,27,28,350
500,500,29,30,350
500,500,30,31,350
500,501,2,5,350
500,501,3,6,350
500,566,10,12,350
500,566,16,18,350
500,566,19,21,350
500,566,22,24,350
500,566,28,30,350
500,566,30,32,350
500,566,31,33,350
500,566,5,7,350
501,501,18,19,350
501,636,10,11,350
501,636,15,16,350
501,636,18,19,350
501,636,19,20,350
501,636,20,21,350
501,636,21,22,350
501,636,23,24,350
501,636,27,28,350
501,636,5,6,350
501,636,6,7,350
502,501,15,18,350
502,501,17,20,350
502,501,18,21,350
502,501,20,23,350
502,501,24,27,350
502,632,11,13,350
502,632,12,14,350
502,632,14,16,350
502,632,15,17,350
502,632,17,19,350
502,632,21,23,350
502,632,23,25,350
502,632,26,28,350
502,632,27,29,350
502,634,5,7,350
503,502,12,15,350
503,502,14,17,350
503,502,17,20,350
503,502,21,24,350
503,502,23,26,350
504,477,10,11,350
504,477,13,14,350
504,477,14,15,350
504,477,16,17,350
504,477,19,20,350
504,477,2,3,350
504,477,23,24,350
504,477,24,25,350
504,477,3,4,350
504,635,6,7,350
505,504,11,14,350
505,504,20,23,350
505,504,21,24,350
505,504,3,6,350
505,505,10,11,350
505,634,11,13,350
505,634,13,15,350
505,634,14,16,350
505,634,16,18,350
505,634,17,19,350
505,634,19,21,350
505,634,23,25,350
505,634,26,28,350
506,644,2,4,350
509,659,11,12,350
509,659,14,15,350
509,659,6,7,350
51,51,6,7,350
51,51,7,8,350
51,597,8,9,350
510,658,14,15,350
510,658,17,18,350
510,658,3,4,350
511,522,13,17,350
511,522,14,18,350
512,511,12,14,350
512,670,3,6,350
52,52,3,4,350
52,52,4,5,350
52,52,5,6,350
52,52,6,7,350
52,52,7,8,350
52,598,8,9,350
521,511,10,13,350
522,523,17,23,350
522,523,18,24,350
523,530,23,25,350
523,530,24,26,350
524,524,16,17,350
524,578,10,13,350
524,578,12,15,350
524,578,13,16,350
524,578,15,18,350
524,578,16,19,350
524,578,17,20,350
524,578,18,21,350
524,578,21,24,350
525,524,13,16,350
525,652,3,4,350
525,657,4,6,350
525,657,5,7,350
528,529,10,11,350
528,529,13,14,350
528,529,21,22,350
528,573,2,4,350
529,531,11,12,350
529,531,12,13,350
529,531,14,15,350
529,531,15,16,350
529,531,18,19,350
529,531,19,20,350
529,531,20,21,350
529,531,21,22,350
529,531,22,23,350
529,531,23,24,350
529,531,24,25,350
529,531,25,26,350
529,531,27,28,350
529,531,28,29,350
529,531,29,30,350
529,531,30,31,350
529,531,4,5,350
53,53,7,8,350
53,599,8,9,350
530,529,10,12,350
530,529,13,15,350
530,529,16,18,350
530,529,17,19,350
530,529,18,20,350
530,529,19,21,350
530,529,2,4,350
530,529,21,23,350
530,529,22,24,350
530,529,23,25,350
530,529,25,27,350
530,529,26,28,350
530,529,27,29,350
