Pax_group_id,total_demand
893,40
894,40
895,40
896,40
897,40
898,40
899,40
901,40
903,40
904,40
905,40
906,40
907,40
908,40
909,40
910,40
912,40
915,40
916,40
919,40
920,40
921,40
922,40
931,40
932,40
933,40
934,40
935,40
1003,40
1004,40
1005,40
1006,40
1053,40
1054,40
1055,40
1056,40
1065,40
1066,40
1069,40
1070,40
1071,40
1072,40
1077,40
1078,40
1079,40
1080,40
1081,40
1082,40
1130,40
1131,40
1133,40
1549,40
1550,40
1551,40
1552,40
1553,40
1554,40
1555,40
1556,40
1557,40
1558,40
1559,40
1560,40
1561,40
1562,40
1563,40
1564,40
1565,40
1566,40
1567,40
1568,40
1569,40
1570,40
1571,40
1572,40
1573,40
1574,40
1575,40
1576,40
1577,40
1578,40
1579,40
1580,40
1581,40
1582,40
1583,40
1584,40
1585,40
1586,40
1587,40
1588,40
1589,40
1590,40
1591,40
1592,40
1593,40
1594,40
1595,40
1596,40
1597,40
1598,40
1599,40
1600,40
1601,40
1602,40
1603,40
1606,40
1607,40
1608,40
1609,40
1610,40
1611,40
1612,40
1613,40
1614,40
1615,40
1616,40
1617,40
1618,40
1619,40
1620,40
1621,40
1622,40
1623,40
1624,40
1625,40
1626,40
1627,40
1628,40
1629,40
1630,40
1631,40
1632,40
1633,40
1634,40
1635,40
1636,40
1637,40
1638,40
1639,40
1640,40
1641,40
1642,40
1643,40
1644,40
1645,40
1646,40
1647,40
1648,40
1649,40
1650,40
1651,40
1652,40
1653,40
1654,40
1655,40
1656,40
1657,40
1658,40
1659,40
1660,40
1661,40
1662,40
1665,40
1677,40
1679,40
1680,40
1681,40
1682,40
1683,40
1684,40
1689,40
1690,40
1691,40
1692,40
1693,40
1694,40
1695,40
1696,40
1701,40
1703,40
1705,40
1706,40
1707,40
1708,40
1709,40
1768,40
1769,40
1771,40
1773,40
1774,40
1775,40
1776,40
1777,40
1778,40
1779,40
1780,40
1781,40
1815,40
1817,40
1827,40
1828,40
1829,40
2324,40
2325,40
2326,40
2327,40
2328,40
2329,40
2330,40
2331,40
2332,40
2333,40
2334,40
2335,40
2336,40
2337,40
2338,40
2339,40
2340,40
2341,40
2342,40
2343,40
2344,40
2345,40
2346,40
2347,40
2348,40
2349,40
2350,40
2351,40
2352,40
2353,40
2354,40
2355,40
2356,40
2357,40
2358,40
2359,40
2360,40
2362,40
2364,40
2366,40
2367,40
2368,40
2369,40
2370,40
2371,40
2372,40
2373,40
2374,40
2375,40
2376,40
2381,40
2382,40
2383,40
2384,40
2385,40
2386,40
2387,40
2388,40
2389,40
2390,40
2391,40
2392,40
2393,40
2394,40
2395,40
2396,40
2397,40
2398,40
2399,40
2400,40
2401,40
2402,40
2403,40
2404,40
2405,40
2406,40
2407,40
2408,40
2409,40
2410,40
2411,40
2412,40
2413,40
2414,40
2415,40
2416,40
2417,40
2418,40
2419,40
2420,40
2421,40
2422,40
2423,40
2424,40
2425,40
2426,40
2427,40
2429,40
2430,40
2431,40
2432,40
2433,40
2434,40
2435,40
2436,40
2437,40
2438,40
2439,40
2440,40
2443,40
2444,40
2447,40
2452,40
2454,40
2456,40
2457,40
2458,40
2459,40
2464,40
2465,40
2466,40
2468,40
2469,40
2470,40
2471,40
2476,40
2477,40
2478,40
2479,40
2480,40
2481,40
2482,40
2483,40
2484,40
2544,40
2550,40
2552,40
2553,40
2554,40
2555,40
2556,40
2590,40
2602,40
2603,40
2679,40
3098,40
3099,40
3100,40
3101,40
3102,40
3103,40
3104,40
3105,40
3106,40
3107,40
3108,40
3109,40
3110,40
3111,40
3112,40
3113,40
3114,40
3115,40
3116,40
3117,40
3118,40
3119,40
3120,40
3121,40
3122,40
3123,40
3124,40
3125,40
3126,40
3127,40
3128,40
3129,40
3130,40
3131,40
3132,40
3133,40
3134,40
3142,40
3144,40
3146,40
3147,40
3149,40
3150,40
3157,40
3159,40
3160,40
3161,40
3162,40
3163,40
3164,40
3165,40
3166,40
3167,40
3168,40
3169,40
3170,40
3171,40
3172,40
3173,40
3174,40
3175,40
3176,40
3177,40
3178,40
3179,40
3180,40
3181,40
3182,40
3183,40
3184,40
3185,40
3186,40
3187,40
3188,40
3189,40
3190,40
3191,40
3192,40
3193,40
3194,40
3195,40
3196,40
3197,40
3198,40
3199,40
3200,40
3201,40
3202,40
3203,40
3204,40
3205,40
3206,40
3207,40
3208,40
3209,40
3210,40
3211,40
3212,40
3213,40
3214,40
3217,40
3218,40
3226,40
3228,40
3230,40
3231,40
3232,40
3233,40
3238,40
3239,40
3240,40
3241,40
3242,40
3243,40
3244,40
3245,40
3250,40
3251,40
3252,40
3253,40
3254,40
3255,40
3256,40
3257,40
3258,40
3364,40
3365,40
3366,40
3367,40
3376,40
3377,40
3378,40
3379,40
3388,40
3392,40
3393,40
3453,40
4259,40
4260,40
4261,40
4262,40
4263,40
4264,40
4265,40
4266,40
4267,40
4268,40
4269,40
4270,40
4271,40
4272,40
4273,40
4274,40
4275,40
4276,40
4277,40
4278,40
4279,40
4280,40
4281,40
4282,40
4283,40
4284,40
4285,40
4286,40
4287,40
4288,40
4289,40
4290,40
4291,40
4292,40
4293,40
4294,40
4301,40
4303,40
4304,40
4305,40
4306,40
4307,40
4308,40
4309,40
4310,40
4311,40
4316,40
4318,40
4320,40
4321,40
4322,40
4323,40
4324,40
4325,40
4326,40
4327,40
4328,40
4329,40
4330,40
4331,40
4332,40
4333,40
4334,40
4335,40
4336,40
4337,40
4338,40
4339,40
4340,40
4341,40
4342,40
4343,40
4344,40
4345,40
4346,40
4347,40
4348,40
4349,40
4350,40
4351,40
4352,40
4353,40
4354,40
4355,40
4356,40
4357,40
4358,40
4359,40
4360,40
4361,40
4362,40
4364,40
4365,40
4366,40
4367,40
4368,40
4369,40
4370,40
4371,40
4372,40
4373,40
4374,40
4375,40
4378,40
4379,40
4387,40
4389,40
4390,40
4391,40
4392,40
4393,40
4394,40
4405,40
4415,40
4417,40
4418,40
4419,40
4537,40
4539,40
4614,40
5040,40
5041,40
5069,40
5070,40
5071,40
5072,40
5073,40
5074,40
5075,40
5076,40
5077,40
5078,40
5079,40
5080,40
5081,40
5082,40
5083,40
5085,40
5086,40
5087,40
5088,40
5089,40
5090,40
5091,40
5092,40
5093,40
5094,40
5095,40
5096,40
5097,40
5098,40
5099,40
5100,40
5101,40
5103,40
5105,40
5108,40
5109,40
5111,40
5161,40
5162,40
5165,40
5166,40
5167,40
5168,40
5173,40
5175,40
5178,40
5196,40
5198,40
5202,40
5254,40
5255,40
5256,40
5257,40
5258,40
5259,40
5260,40
5261,40
5262,40
5263,40
5264,40
5265,40
5294,40
5821,40
5823,40
5825,40
5881,40
5883,40
5885,40
5887,40
5889,40
5891,40
5893,40
5895,40
5897,40
5901,40
5903,40
5905,40
5913,40
5915,40
5917,40
5919,40
5921,40
5923,40
5925,40
5927,40
5929,40
5931,40
5933,40
5935,40
5937,40
5939,40
5941,40
5943,40
5947,40
5951,40
5957,40
5959,40
5961,40
5963,40
5965,40
5967,40
6055,40
6059,40
6063,40
6065,40
6067,40
6069,40
6071,40
6073,40
6075,40
6077,40
6083,40
6087,40
6089,40
6091,40
6093,40
6095,40
6097,40
6099,40
6101,40
6111,40
6113,40
6115,40
6119,40
6121,40
6255,40
6257,40
6265,40
6968,40
6969,40
6970,40
6971,40
6972,40
6973,40
6974,40
6975,40
6976,40
6977,40
6978,40
6979,40
6980,40
6981,40
6982,40
6983,40
6984,40
6986,40
6987,40
6990,40
6991,40
6992,40
6996,40
7003,40
7030,40
7032,40
7033,40
7034,40
7035,40
7037,40
7039,40
7042,40
7043,40
7044,40
7045,40
7046,40
7047,40
7048,40
7049,40
7050,40
7051,40
7052,40
7053,40
7054,40
7055,40
7056,40
7057,40
7059,40
7099,40
7100,40
7101,40
7102,40
7107,40
7111,40
7112,40
7113,40
7114,40
7123,40
7124,40
7125,40
7765,40
7766,40
7770,40
7771,40
7772,40
7773,40
7774,40
7776,40
7826,40
7828,40
7829,40
7830,40
7831,40
7832,40
7833,40
7834,40
7835,40
7836,40
7837,40
7838,40
7839,40
7840,40
7841,40
7842,40
7843,40
7844,40
7846,40
7847,40
7848,40
7849,40
7851,40
7857,40
