pax_id,agent_index
80,77;130;1866;1919;3655;3708;5444;5497;7233;7286;9022;9075;10811;10864;12600;12653;14389;14442;16178;16231;17967;18020;19756;19809;21545;21598;23334;23387;25123;25176;26912;26965;28701;28754;30490;30543;32279;32332;34068;34121;35857;35910;37646;37699;39435;39488;41224;41277;43013;43066;44802;44855;46591;46644;48380;48433;50169;50222;51958;52011;53747;53800;55536;55589;57325;57378;59114;59167;60903;60956;62692;62745;64481;64534;66270;66323;68059;68112;69848;69901;71637;71690;73426;73479;75215;75268;77004;77057;78793;78846;80582;80635;82371;82424;84160;84213;85949;86002;87738;87791;89527;89580;91316;91369;93105;93158;94894;94947;96683;96736;98472;98525;100261;100314;102050;102103;103839;103892;105628;105681;107417;107470;109206;109259;110995;111048;112784;112837;114573;114626;116362;116415;118151;118204;119940;119993;121729;121782;123518;123571;125307;125360;127096;127149;128885;128938;130674;130727;132463;132516;134252;134305;136041;136094;137830;137883;139619;139672;141408;141461;143197;143250;144986;145039;146775;146828;148564;148617;150353;150406;152142;152195;153931;153984;155720;155773;157509;157562;159298;159351;161087;161140;162876;162929;164665;164718;166454;166507;168243;168296;170032;170085;171821;171874;173610;173663;175399;175452;177188;177241;
81,80;203;1869;1992;3658;3781;5447;5570;7236;7359;9025;9148;10814;10937;12603;12726;14392;14515;16181;16304;17970;18093;19759;19882;21548;21671;23337;23460;25126;25249;26915;27038;28704;28827;30493;30616;32282;32405;34071;34194;35860;35983;37649;37772;39438;39561;41227;41350;43016;43139;44805;44928;46594;46717;48383;48506;50172;50295;51961;52084;53750;53873;55539;55662;57328;57451;59117;59240;60906;61029;62695;62818;64484;64607;66273;66396;68062;68185;69851;69974;71640;71763;73429;73552;75218;75341;77007;77130;78796;78919;80585;80708;82374;82497;84163;84286;85952;86075;87741;87864;89530;89653;91319;91442;93108;93231;94897;95020;96686;96809;98475;98598;100264;100387;102053;102176;103842;103965;105631;105754;107420;107543;109209;109332;110998;111121;112787;112910;114576;114699;116365;116488;118154;118277;119943;120066;121732;121855;123521;123644;125310;125433;127099;127222;128888;129011;130677;130800;132466;132589;134255;134378;136044;136167;137833;137956;139622;139745;141411;141534;143200;143323;144989;145112;146778;146901;148567;148690;150356;150479;152145;152268;153934;154057;155723;155846;157512;157635;159301;159424;161090;161213;162879;163002;164668;164791;166457;166580;168246;168369;170035;170158;171824;171947;173613;173736;175402;175525;177191;177314;
82,24;202;1813;1991;3602;3780;5391;5569;7180;7358;8969;9147;10758;10936;12547;12725;14336;14514;16125;16303;17914;18092;19703;19881;21492;21670;23281;23459;25070;25248;26859;27037;28648;28826;30437;30615;32226;32404;34015;34193;35804;35982;37593;37771;39382;39560;41171;41349;42960;43138;44749;44927;46538;46716;48327;48505;50116;50294;51905;52083;53694;53872;55483;55661;57272;57450;59061;59239;60850;61028;62639;62817;64428;64606;66217;66395;68006;68184;69795;69973;71584;71762;73373;73551;75162;75340;76951;77129;78740;78918;80529;80707;82318;82496;84107;84285;85896;86074;87685;87863;89474;89652;91263;91441;93052;93230;94841;95019;96630;96808;98419;98597;100208;100386;101997;102175;103786;103964;105575;105753;107364;107542;109153;109331;110942;111120;112731;112909;114520;114698;116309;116487;118098;118276;119887;120065;121676;121854;123465;123643;125254;125432;127043;127221;128832;129010;130621;130799;132410;132588;134199;134377;135988;136166;137777;137955;139566;139744;141355;141533;143144;143322;144933;145111;146722;146900;148511;148689;150300;150478;152089;152267;153878;154056;155667;155845;157456;157634;159245;159423;161034;161212;162823;163001;164612;164790;166401;166579;168190;168368;169979;170157;171768;171946;173557;173735;175346;175524;177135;177313;
83,81;205;1870;1994;3659;3783;5448;5572;7237;7361;9026;9150;10815;10939;12604;12728;14393;14517;16182;16306;17971;18095;19760;19884;21549;21673;23338;23462;25127;25251;26916;27040;28705;28829;30494;30618;32283;32407;34072;34196;35861;35985;37650;37774;39439;39563;41228;41352;43017;43141;44806;44930;46595;46719;48384;48508;50173;50297;51962;52086;53751;53875;55540;55664;57329;57453;59118;59242;60907;61031;62696;62820;64485;64609;66274;66398;68063;68187;69852;69976;71641;71765;73430;73554;75219;75343;77008;77132;78797;78921;80586;80710;82375;82499;84164;84288;85953;86077;87742;87866;89531;89655;91320;91444;93109;93233;94898;95022;96687;96811;98476;98600;100265;100389;102054;102178;103843;103967;105632;105756;107421;107545;109210;109334;110999;111123;112788;112912;114577;114701;116366;116490;118155;118279;119944;120068;121733;121857;123522;123646;125311;125435;127100;127224;128889;129013;130678;130802;132467;132591;134256;134380;136045;136169;137834;137958;139623;139747;141412;141536;143201;143325;144990;145114;146779;146903;148568;148692;150357;150481;152146;152270;153935;154059;155724;155848;157513;157637;159302;159426;161091;161215;162880;163004;164669;164793;166458;166582;168247;168371;170036;170160;171825;171949;173614;173738;175403;175527;177192;177316;
84,10;131;1799;1920;3588;3709;5377;5498;7166;7287;8955;9076;10744;10865;12533;12654;14322;14443;16111;16232;17900;18021;19689;19810;21478;21599;23267;23388;25056;25177;26845;26966;28634;28755;30423;30544;32212;32333;34001;34122;35790;35911;37579;37700;39368;39489;41157;41278;42946;43067;44735;44856;46524;46645;48313;48434;50102;50223;51891;52012;53680;53801;55469;55590;57258;57379;59047;59168;60836;60957;62625;62746;64414;64535;66203;66324;67992;68113;69781;69902;71570;71691;73359;73480;75148;75269;76937;77058;78726;78847;80515;80636;82304;82425;84093;84214;85882;86003;87671;87792;89460;89581;91249;91370;93038;93159;94827;94948;96616;96737;98405;98526;100194;100315;101983;102104;103772;103893;105561;105682;107350;107471;109139;109260;110928;111049;112717;112838;114506;114627;116295;116416;118084;118205;119873;119994;121662;121783;123451;123572;125240;125361;127029;127150;128818;128939;130607;130728;132396;132517;134185;134306;135974;136095;137763;137884;139552;139673;141341;141462;143130;143251;144919;145040;146708;146829;148497;148618;150286;150407;152075;152196;153864;153985;155653;155774;157442;157563;159231;159352;161020;161141;162809;162930;164598;164719;166387;166508;168176;168297;169965;170086;171754;171875;173543;173664;175332;175453;177121;177242;
85,15;89;1804;1878;3593;3667;5382;5456;7171;7245;8960;9034;10749;10823;12538;12612;14327;14401;16116;16190;17905;17979;19694;19768;21483;21557;23272;23346;25061;25135;26850;26924;28639;28713;30428;30502;32217;32291;34006;34080;35795;35869;37584;37658;39373;39447;41162;41236;42951;43025;44740;44814;46529;46603;48318;48392;50107;50181;51896;51970;53685;53759;55474;55548;57263;57337;59052;59126;60841;60915;62630;62704;64419;64493;66208;66282;67997;68071;69786;69860;71575;71649;73364;73438;75153;75227;76942;77016;78731;78805;80520;80594;82309;82383;84098;84172;85887;85961;87676;87750;89465;89539;91254;91328;93043;93117;94832;94906;96621;96695;98410;98484;100199;100273;101988;102062;103777;103851;105566;105640;107355;107429;109144;109218;110933;111007;112722;112796;114511;114585;116300;116374;118089;118163;119878;119952;121667;121741;123456;123530;125245;125319;127034;127108;128823;128897;130612;130686;132401;132475;134190;134264;135979;136053;137768;137842;139557;139631;141346;141420;143135;143209;144924;144998;146713;146787;148502;148576;150291;150365;152080;152154;153869;153943;155658;155732;157447;157521;159236;159310;161025;161099;162814;162888;164603;164677;166392;166466;168181;168255;169970;170044;171759;171833;173548;173622;175337;175411;177126;177200;
86,82;204;1871;1993;3660;3782;5449;5571;7238;7360;9027;9149;10816;10938;12605;12727;14394;14516;16183;16305;17972;18094;19761;19883;21550;21672;23339;23461;25128;25250;26917;27039;28706;28828;30495;30617;32284;32406;34073;34195;35862;35984;37651;37773;39440;39562;41229;41351;43018;43140;44807;44929;46596;46718;48385;48507;50174;50296;51963;52085;53752;53874;55541;55663;57330;57452;59119;59241;60908;61030;62697;62819;64486;64608;66275;66397;68064;68186;69853;69975;71642;71764;73431;73553;75220;75342;77009;77131;78798;78920;80587;80709;82376;82498;84165;84287;85954;86076;87743;87865;89532;89654;91321;91443;93110;93232;94899;95021;96688;96810;98477;98599;100266;100388;102055;102177;103844;103966;105633;105755;107422;107544;109211;109333;111000;111122;112789;112911;114578;114700;116367;116489;118156;118278;119945;120067;121734;121856;123523;123645;125312;125434;127101;127223;128890;129012;130679;130801;132468;132590;134257;134379;136046;136168;137835;137957;139624;139746;141413;141535;143202;143324;144991;145113;146780;146902;148569;148691;150358;150480;152147;152269;153936;154058;155725;155847;157514;157636;159303;159425;161092;161214;162881;163003;164670;164792;166459;166581;168248;168370;170037;170159;171826;171948;173615;173737;175404;175526;177193;177315;
87,85;1874;3663;5452;7241;9030;10819;12608;14397;16186;17975;19764;21553;23342;25131;26920;28709;30498;32287;34076;35865;37654;39443;41232;43021;44810;46599;48388;50177;51966;53755;55544;57333;59122;60911;62700;64489;66278;68067;69856;71645;73434;75223;77012;78801;80590;82379;84168;85957;87746;89535;91324;93113;94902;96691;98480;100269;102058;103847;105636;107425;109214;111003;112792;114581;116370;118159;119948;121737;123526;125315;127104;128893;130682;132471;134260;136049;137838;139627;141416;143205;144994;146783;148572;150361;152150;153939;155728;157517;159306;161095;162884;164673;166462;168251;170040;171829;173618;175407;177196;
88,87;206;1876;1995;3665;3784;5454;5573;7243;7362;9032;9151;10821;10940;12610;12729;14399;14518;16188;16307;17977;18096;19766;19885;21555;21674;23344;23463;25133;25252;26922;27041;28711;28830;30500;30619;32289;32408;34078;34197;35867;35986;37656;37775;39445;39564;41234;41353;43023;43142;44812;44931;46601;46720;48390;48509;50179;50298;51968;52087;53757;53876;55546;55665;57335;57454;59124;59243;60913;61032;62702;62821;64491;64610;66280;66399;68069;68188;69858;69977;71647;71766;73436;73555;75225;75344;77014;77133;78803;78922;80592;80711;82381;82500;84170;84289;85959;86078;87748;87867;89537;89656;91326;91445;93115;93234;94904;95023;96693;96812;98482;98601;100271;100390;102060;102179;103849;103968;105638;105757;107427;107546;109216;109335;111005;111124;112794;112913;114583;114702;116372;116491;118161;118280;119950;120069;121739;121858;123528;123647;125317;125436;127106;127225;128895;129014;130684;130803;132473;132592;134262;134381;136051;136170;137840;137959;139629;139748;141418;141537;143207;143326;144996;145115;146785;146904;148574;148693;150363;150482;152152;152271;153941;154060;155730;155849;157519;157638;159308;159427;161097;161216;162886;163005;164675;164794;166464;166583;168253;168372;170042;170161;171831;171950;173620;173739;175409;175528;177198;177317;
89,93;211;1882;2000;3671;3789;5460;5578;7249;7367;9038;9156;10827;10945;12616;12734;14405;14523;16194;16312;17983;18101;19772;19890;21561;21679;23350;23468;25139;25257;26928;27046;28717;28835;30506;30624;32295;32413;34084;34202;35873;35991;37662;37780;39451;39569;41240;41358;43029;43147;44818;44936;46607;46725;48396;48514;50185;50303;51974;52092;53763;53881;55552;55670;57341;57459;59130;59248;60919;61037;62708;62826;64497;64615;66286;66404;68075;68193;69864;69982;71653;71771;73442;73560;75231;75349;77020;77138;78809;78927;80598;80716;82387;82505;84176;84294;85965;86083;87754;87872;89543;89661;91332;91450;93121;93239;94910;95028;96699;96817;98488;98606;100277;100395;102066;102184;103855;103973;105644;105762;107433;107551;109222;109340;111011;111129;112800;112918;114589;114707;116378;116496;118167;118285;119956;120074;121745;121863;123534;123652;125323;125441;127112;127230;128901;129019;130690;130808;132479;132597;134268;134386;136057;136175;137846;137964;139635;139753;141424;141542;143213;143331;145002;145120;146791;146909;148580;148698;150369;150487;152158;152276;153947;154065;155736;155854;157525;157643;159314;159432;161103;161221;162892;163010;164681;164799;166470;166588;168259;168377;170048;170166;171837;171955;173626;173744;175415;175533;177204;177322;
90,23;145;1812;1934;3601;3723;5390;5512;7179;7301;8968;9090;10757;10879;12546;12668;14335;14457;16124;16246;17913;18035;19702;19824;21491;21613;23280;23402;25069;25191;26858;26980;28647;28769;30436;30558;32225;32347;34014;34136;35803;35925;37592;37714;39381;39503;41170;41292;42959;43081;44748;44870;46537;46659;48326;48448;50115;50237;51904;52026;53693;53815;55482;55604;57271;57393;59060;59182;60849;60971;62638;62760;64427;64549;66216;66338;68005;68127;69794;69916;71583;71705;73372;73494;75161;75283;76950;77072;78739;78861;80528;80650;82317;82439;84106;84228;85895;86017;87684;87806;89473;89595;91262;91384;93051;93173;94840;94962;96629;96751;98418;98540;100207;100329;101996;102118;103785;103907;105574;105696;107363;107485;109152;109274;110941;111063;112730;112852;114519;114641;116308;116430;118097;118219;119886;120008;121675;121797;123464;123586;125253;125375;127042;127164;128831;128953;130620;130742;132409;132531;134198;134320;135987;136109;137776;137898;139565;139687;141354;141476;143143;143265;144932;145054;146721;146843;148510;148632;150299;150421;152088;152210;153877;153999;155666;155788;157455;157577;159244;159366;161033;161155;162822;162944;164611;164733;166400;166522;168189;168311;169978;170100;171767;171889;173556;173678;175345;175467;177134;177256;
91,31;151;1820;1940;3609;3729;5398;5518;7187;7307;8976;9096;10765;10885;12554;12674;14343;14463;16132;16252;17921;18041;19710;19830;21499;21619;23288;23408;25077;25197;26866;26986;28655;28775;30444;30564;32233;32353;34022;34142;35811;35931;37600;37720;39389;39509;41178;41298;42967;43087;44756;44876;46545;46665;48334;48454;50123;50243;51912;52032;53701;53821;55490;55610;57279;57399;59068;59188;60857;60977;62646;62766;64435;64555;66224;66344;68013;68133;69802;69922;71591;71711;73380;73500;75169;75289;76958;77078;78747;78867;80536;80656;82325;82445;84114;84234;85903;86023;87692;87812;89481;89601;91270;91390;93059;93179;94848;94968;96637;96757;98426;98546;100215;100335;102004;102124;103793;103913;105582;105702;107371;107491;109160;109280;110949;111069;112738;112858;114527;114647;116316;116436;118105;118225;119894;120014;121683;121803;123472;123592;125261;125381;127050;127170;128839;128959;130628;130748;132417;132537;134206;134326;135995;136115;137784;137904;139573;139693;141362;141482;143151;143271;144940;145060;146729;146849;148518;148638;150307;150427;152096;152216;153885;154005;155674;155794;157463;157583;159252;159372;161041;161161;162830;162950;164619;164739;166408;166528;168197;168317;169986;170106;171775;171895;173564;173684;175353;175473;177142;177262;
92,212;2001;3790;5579;7368;9157;10946;12735;14524;16313;18102;19891;21680;23469;25258;27047;28836;30625;32414;34203;35992;37781;39570;41359;43148;44937;46726;48515;50304;52093;53882;55671;57460;59249;61038;62827;64616;66405;68194;69983;71772;73561;75350;77139;78928;80717;82506;84295;86084;87873;89662;91451;93240;95029;96818;98607;100396;102185;103974;105763;107552;109341;111130;112919;114708;116497;118286;120075;121864;123653;125442;127231;129020;130809;132598;134387;136176;137965;139754;141543;143332;145121;146910;148699;150488;152277;154066;155855;157644;159433;161222;163011;164800;166589;168378;170167;171956;173745;175534;177323;
93,94;213;1883;2002;3672;3791;5461;5580;7250;7369;9039;9158;10828;10947;12617;12736;14406;14525;16195;16314;17984;18103;19773;19892;21562;21681;23351;23470;25140;25259;26929;27048;28718;28837;30507;30626;32296;32415;34085;34204;35874;35993;37663;37782;39452;39571;41241;41360;43030;43149;44819;44938;46608;46727;48397;48516;50186;50305;51975;52094;53764;53883;55553;55672;57342;57461;59131;59250;60920;61039;62709;62828;64498;64617;66287;66406;68076;68195;69865;69984;71654;71773;73443;73562;75232;75351;77021;77140;78810;78929;80599;80718;82388;82507;84177;84296;85966;86085;87755;87874;89544;89663;91333;91452;93122;93241;94911;95030;96700;96819;98489;98608;100278;100397;102067;102186;103856;103975;105645;105764;107434;107553;109223;109342;111012;111131;112801;112920;114590;114709;116379;116498;118168;118287;119957;120076;121746;121865;123535;123654;125324;125443;127113;127232;128902;129021;130691;130810;132480;132599;134269;134388;136058;136177;137847;137966;139636;139755;141425;141544;143214;143333;145003;145122;146792;146911;148581;148700;150370;150489;152159;152278;153948;154067;155737;155856;157526;157645;159315;159434;161104;161223;162893;163012;164682;164801;166471;166590;168260;168379;170049;170168;171838;171957;173627;173746;175416;175535;177205;177324;
94,102;1891;3680;5469;7258;9047;10836;12625;14414;16203;17992;19781;21570;23359;25148;26937;28726;30515;32304;34093;35882;37671;39460;41249;43038;44827;46616;48405;50194;51983;53772;55561;57350;59139;60928;62717;64506;66295;68084;69873;71662;73451;75240;77029;78818;80607;82396;84185;85974;87763;89552;91341;93130;94919;96708;98497;100286;102075;103864;105653;107442;109231;111020;112809;114598;116387;118176;119965;121754;123543;125332;127121;128910;130699;132488;134277;136066;137855;139644;141433;143222;145011;146800;148589;150378;152167;153956;155745;157534;159323;161112;162901;164690;166479;168268;170057;171846;173635;175424;177213;
95,99;218;1888;2007;3677;3796;5466;5585;7255;7374;9044;9163;10833;10952;12622;12741;14411;14530;16200;16319;17989;18108;19778;19897;21567;21686;23356;23475;25145;25264;26934;27053;28723;28842;30512;30631;32301;32420;34090;34209;35879;35998;37668;37787;39457;39576;41246;41365;43035;43154;44824;44943;46613;46732;48402;48521;50191;50310;51980;52099;53769;53888;55558;55677;57347;57466;59136;59255;60925;61044;62714;62833;64503;64622;66292;66411;68081;68200;69870;69989;71659;71778;73448;73567;75237;75356;77026;77145;78815;78934;80604;80723;82393;82512;84182;84301;85971;86090;87760;87879;89549;89668;91338;91457;93127;93246;94916;95035;96705;96824;98494;98613;100283;100402;102072;102191;103861;103980;105650;105769;107439;107558;109228;109347;111017;111136;112806;112925;114595;114714;116384;116503;118173;118292;119962;120081;121751;121870;123540;123659;125329;125448;127118;127237;128907;129026;130696;130815;132485;132604;134274;134393;136063;136182;137852;137971;139641;139760;141430;141549;143219;143338;145008;145127;146797;146916;148586;148705;150375;150494;152164;152283;153953;154072;155742;155861;157531;157650;159320;159439;161109;161228;162898;163017;164687;164806;166476;166595;168265;168384;170054;170173;171843;171962;173632;173751;175421;175540;177210;177329;
96,104;1893;3682;5471;7260;9049;10838;12627;14416;16205;17994;19783;21572;23361;25150;26939;28728;30517;32306;34095;35884;37673;39462;41251;43040;44829;46618;48407;50196;51985;53774;55563;57352;59141;60930;62719;64508;66297;68086;69875;71664;73453;75242;77031;78820;80609;82398;84187;85976;87765;89554;91343;93132;94921;96710;98499;100288;102077;103866;105655;107444;109233;111022;112811;114600;116389;118178;119967;121756;123545;125334;127123;128912;130701;132490;134279;136068;137857;139646;141435;143224;145013;146802;148591;150380;152169;153958;155747;157536;159325;161114;162903;164692;166481;168270;170059;171848;173637;175426;177215;
97,96;155;1885;1944;3674;3733;5463;5522;7252;7311;9041;9100;10830;10889;12619;12678;14408;14467;16197;16256;17986;18045;19775;19834;21564;21623;23353;23412;25142;25201;26931;26990;28720;28779;30509;30568;32298;32357;34087;34146;35876;35935;37665;37724;39454;39513;41243;41302;43032;43091;44821;44880;46610;46669;48399;48458;50188;50247;51977;52036;53766;53825;55555;55614;57344;57403;59133;59192;60922;60981;62711;62770;64500;64559;66289;66348;68078;68137;69867;69926;71656;71715;73445;73504;75234;75293;77023;77082;78812;78871;80601;80660;82390;82449;84179;84238;85968;86027;87757;87816;89546;89605;91335;91394;93124;93183;94913;94972;96702;96761;98491;98550;100280;100339;102069;102128;103858;103917;105647;105706;107436;107495;109225;109284;111014;111073;112803;112862;114592;114651;116381;116440;118170;118229;119959;120018;121748;121807;123537;123596;125326;125385;127115;127174;128904;128963;130693;130752;132482;132541;134271;134330;136060;136119;137849;137908;139638;139697;141427;141486;143216;143275;145005;145064;146794;146853;148583;148642;150372;150431;152161;152220;153950;154009;155739;155798;157528;157587;159317;159376;161106;161165;162895;162954;164684;164743;166473;166532;168262;168321;170051;170110;171840;171899;173629;173688;175418;175477;177207;177266;
98,92;209;1881;1998;3670;3787;5459;5576;7248;7365;9037;9154;10826;10943;12615;12732;14404;14521;16193;16310;17982;18099;19771;19888;21560;21677;23349;23466;25138;25255;26927;27044;28716;28833;30505;30622;32294;32411;34083;34200;35872;35989;37661;37778;39450;39567;41239;41356;43028;43145;44817;44934;46606;46723;48395;48512;50184;50301;51973;52090;53762;53879;55551;55668;57340;57457;59129;59246;60918;61035;62707;62824;64496;64613;66285;66402;68074;68191;69863;69980;71652;71769;73441;73558;75230;75347;77019;77136;78808;78925;80597;80714;82386;82503;84175;84292;85964;86081;87753;87870;89542;89659;91331;91448;93120;93237;94909;95026;96698;96815;98487;98604;100276;100393;102065;102182;103854;103971;105643;105760;107432;107549;109221;109338;111010;111127;112799;112916;114588;114705;116377;116494;118166;118283;119955;120072;121744;121861;123533;123650;125322;125439;127111;127228;128900;129017;130689;130806;132478;132595;134267;134384;136056;136173;137845;137962;139634;139751;141423;141540;143212;143329;145001;145118;146790;146907;148579;148696;150368;150485;152157;152274;153946;154063;155735;155852;157524;157641;159313;159430;161102;161219;162891;163008;164680;164797;166469;166586;168258;168375;170047;170164;171836;171953;173625;173742;175414;175531;177203;177320;
99,100;215;1889;2004;3678;3793;5467;5582;7256;7371;9045;9160;10834;10949;12623;12738;14412;14527;16201;16316;17990;18105;19779;19894;21568;21683;23357;23472;25146;25261;26935;27050;28724;28839;30513;30628;32302;32417;34091;34206;35880;35995;37669;37784;39458;39573;41247;41362;43036;43151;44825;44940;46614;46729;48403;48518;50192;50307;51981;52096;53770;53885;55559;55674;57348;57463;59137;59252;60926;61041;62715;62830;64504;64619;66293;66408;68082;68197;69871;69986;71660;71775;73449;73564;75238;75353;77027;77142;78816;78931;80605;80720;82394;82509;84183;84298;85972;86087;87761;87876;89550;89665;91339;91454;93128;93243;94917;95032;96706;96821;98495;98610;100284;100399;102073;102188;103862;103977;105651;105766;107440;107555;109229;109344;111018;111133;112807;112922;114596;114711;116385;116500;118174;118289;119963;120078;121752;121867;123541;123656;125330;125445;127119;127234;128908;129023;130697;130812;132486;132601;134275;134390;136064;136179;137853;137968;139642;139757;141431;141546;143220;143335;145009;145124;146798;146913;148587;148702;150376;150491;152165;152280;153954;154069;155743;155858;157532;157647;159321;159436;161110;161225;162899;163014;164688;164803;166477;166592;168266;168381;170055;170170;171844;171959;173633;173748;175422;175537;177211;177326;
100,95;216;1884;2005;3673;3794;5462;5583;7251;7372;9040;9161;10829;10950;12618;12739;14407;14528;16196;16317;17985;18106;19774;19895;21563;21684;23352;23473;25141;25262;26930;27051;28719;28840;30508;30629;32297;32418;34086;34207;35875;35996;37664;37785;39453;39574;41242;41363;43031;43152;44820;44941;46609;46730;48398;48519;50187;50308;51976;52097;53765;53886;55554;55675;57343;57464;59132;59253;60921;61042;62710;62831;64499;64620;66288;66409;68077;68198;69866;69987;71655;71776;73444;73565;75233;75354;77022;77143;78811;78932;80600;80721;82389;82510;84178;84299;85967;86088;87756;87877;89545;89666;91334;91455;93123;93244;94912;95033;96701;96822;98490;98611;100279;100400;102068;102189;103857;103978;105646;105767;107435;107556;109224;109345;111013;111134;112802;112923;114591;114712;116380;116501;118169;118290;119958;120079;121747;121868;123536;123657;125325;125446;127114;127235;128903;129024;130692;130813;132481;132602;134270;134391;136059;136180;137848;137969;139637;139758;141426;141547;143215;143336;145004;145125;146793;146914;148582;148703;150371;150492;152160;152281;153949;154070;155738;155859;157527;157648;159316;159437;161105;161226;162894;163015;164683;164804;166472;166593;168261;168382;170050;170171;171839;171960;173628;173749;175417;175538;177206;177327;
101,105;217;1894;2006;3683;3795;5472;5584;7261;7373;9050;9162;10839;10951;12628;12740;14417;14529;16206;16318;17995;18107;19784;19896;21573;21685;23362;23474;25151;25263;26940;27052;28729;28841;30518;30630;32307;32419;34096;34208;35885;35997;37674;37786;39463;39575;41252;41364;43041;43153;44830;44942;46619;46731;48408;48520;50197;50309;51986;52098;53775;53887;55564;55676;57353;57465;59142;59254;60931;61043;62720;62832;64509;64621;66298;66410;68087;68199;69876;69988;71665;71777;73454;73566;75243;75355;77032;77144;78821;78933;80610;80722;82399;82511;84188;84300;85977;86089;87766;87878;89555;89667;91344;91456;93133;93245;94922;95034;96711;96823;98500;98612;100289;100401;102078;102190;103867;103979;105656;105768;107445;107557;109234;109346;111023;111135;112812;112924;114601;114713;116390;116502;118179;118291;119968;120080;121757;121869;123546;123658;125335;125447;127124;127236;128913;129025;130702;130814;132491;132603;134280;134392;136069;136181;137858;137970;139647;139759;141436;141548;143225;143337;145014;145126;146803;146915;148592;148704;150381;150493;152170;152282;153959;154071;155748;155860;157537;157649;159326;159438;161115;161227;162904;163016;164693;164805;166482;166594;168271;168383;170060;170172;171849;171961;173638;173750;175427;175539;177216;177328;
102,103;222;1892;2011;3681;3800;5470;5589;7259;7378;9048;9167;10837;10956;12626;12745;14415;14534;16204;16323;17993;18112;19782;19901;21571;21690;23360;23479;25149;25268;26938;27057;28727;28846;30516;30635;32305;32424;34094;34213;35883;36002;37672;37791;39461;39580;41250;41369;43039;43158;44828;44947;46617;46736;48406;48525;50195;50314;51984;52103;53773;53892;55562;55681;57351;57470;59140;59259;60929;61048;62718;62837;64507;64626;66296;66415;68085;68204;69874;69993;71663;71782;73452;73571;75241;75360;77030;77149;78819;78938;80608;80727;82397;82516;84186;84305;85975;86094;87764;87883;89553;89672;91342;91461;93131;93250;94920;95039;96709;96828;98498;98617;100287;100406;102076;102195;103865;103984;105654;105773;107443;107562;109232;109351;111021;111140;112810;112929;114599;114718;116388;116507;118177;118296;119966;120085;121755;121874;123544;123663;125333;125452;127122;127241;128911;129030;130700;130819;132489;132608;134278;134397;136067;136186;137856;137975;139645;139764;141434;141553;143223;143342;145012;145131;146801;146920;148590;148709;150379;150498;152168;152287;153957;154076;155746;155865;157535;157654;159324;159443;161113;161232;162902;163021;164691;164810;166480;166599;168269;168388;170058;170177;171847;171966;173636;173755;175425;175544;177214;177333;
103,214;2003;3792;5581;7370;9159;10948;12737;14526;16315;18104;19893;21682;23471;25260;27049;28838;30627;32416;34205;35994;37783;39572;41361;43150;44939;46728;48517;50306;52095;53884;55673;57462;59251;61040;62829;64618;66407;68196;69985;71774;73563;75352;77141;78930;80719;82508;84297;86086;87875;89664;91453;93242;95031;96820;98609;100398;102187;103976;105765;107554;109343;111132;112921;114710;116499;118288;120077;121866;123655;125444;127233;129022;130811;132600;134389;136178;137967;139756;141545;143334;145123;146912;148701;150490;152279;154068;155857;157646;159435;161224;163013;164802;166591;168380;170169;171958;173747;175536;177325;
104,116;227;1905;2016;3694;3805;5483;5594;7272;7383;9061;9172;10850;10961;12639;12750;14428;14539;16217;16328;18006;18117;19795;19906;21584;21695;23373;23484;25162;25273;26951;27062;28740;28851;30529;30640;32318;32429;34107;34218;35896;36007;37685;37796;39474;39585;41263;41374;43052;43163;44841;44952;46630;46741;48419;48530;50208;50319;51997;52108;53786;53897;55575;55686;57364;57475;59153;59264;60942;61053;62731;62842;64520;64631;66309;66420;68098;68209;69887;69998;71676;71787;73465;73576;75254;75365;77043;77154;78832;78943;80621;80732;82410;82521;84199;84310;85988;86099;87777;87888;89566;89677;91355;91466;93144;93255;94933;95044;96722;96833;98511;98622;100300;100411;102089;102200;103878;103989;105667;105778;107456;107567;109245;109356;111034;111145;112823;112934;114612;114723;116401;116512;118190;118301;119979;120090;121768;121879;123557;123668;125346;125457;127135;127246;128924;129035;130713;130824;132502;132613;134291;134402;136080;136191;137869;137980;139658;139769;141447;141558;143236;143347;145025;145136;146814;146925;148603;148714;150392;150503;152181;152292;153970;154081;155759;155870;157548;157659;159337;159448;161126;161237;162915;163026;164704;164815;166493;166604;168282;168393;170071;170182;171860;171971;173649;173760;175438;175549;177227;177338;
105,221;2010;3799;5588;7377;9166;10955;12744;14533;16322;18111;19900;21689;23478;25267;27056;28845;30634;32423;34212;36001;37790;39579;41368;43157;44946;46735;48524;50313;52102;53891;55680;57469;59258;61047;62836;64625;66414;68203;69992;71781;73570;75359;77148;78937;80726;82515;84304;86093;87882;89671;91460;93249;95038;96827;98616;100405;102194;103983;105772;107561;109350;111139;112928;114717;116506;118295;120084;121873;123662;125451;127240;129029;130818;132607;134396;136185;137974;139763;141552;143341;145130;146919;148708;150497;152286;154075;155864;157653;159442;161231;163020;164809;166598;168387;170176;171965;173754;175543;177332;
