pax_id,agent_index
20,19;141;1808;1930;3597;3719;5386;5508;7175;7297;8964;9086;10753;10875;12542;12664;14331;14453;16120;16242;17909;18031;19698;19820;21487;21609;23276;23398;25065;25187;26854;26976;28643;28765;30432;30554;32221;32343;34010;34132;35799;35921;37588;37710;39377;39499;41166;41288;42955;43077;44744;44866;46533;46655;48322;48444;50111;50233;51900;52022;53689;53811;55478;55600;57267;57389;59056;59178;60845;60967;62634;62756;64423;64545;66212;66334;68001;68123;69790;69912;71579;71701;73368;73490;75157;75279;76946;77068;78735;78857;80524;80646;82313;82435;84102;84224;85891;86013;87680;87802;
21,20;138;1809;1927;3598;3716;5387;5505;7176;7294;8965;9083;10754;10872;12543;12661;14332;14450;16121;16239;17910;18028;19699;19817;21488;21606;23277;23395;25066;25184;26855;26973;28644;28762;30433;30551;32222;32340;34011;34129;35800;35918;37589;37707;39378;39496;41167;41285;42956;43074;44745;44863;46534;46652;48323;48441;50112;50230;51901;52019;53690;53808;55479;55597;57268;57386;59057;59175;60846;60964;62635;62753;64424;64542;66213;66331;68002;68120;69791;69909;71580;71698;73369;73487;75158;75276;76947;77065;78736;78854;80525;80643;82314;82432;84103;84221;85892;86010;87681;87799;
22,27;140;1816;1929;3605;3718;5394;5507;7183;7296;8972;9085;10761;10874;12550;12663;14339;14452;16128;16241;17917;18030;19706;19819;21495;21608;23284;23397;25073;25186;26862;26975;28651;28764;30440;30553;32229;32342;34018;34131;35807;35920;37596;37709;39385;39498;41174;41287;42963;43076;44752;44865;46541;46654;48330;48443;50119;50232;51908;52021;53697;53810;55486;55599;57275;57388;59064;59177;60853;60966;62642;62755;64431;64544;66220;66333;68009;68122;69798;69911;71587;71700;73376;73489;75165;75278;76954;77067;78743;78856;80532;80645;82321;82434;84110;84223;85899;86012;87688;87801;
23,26;142;1815;1931;3604;3720;5393;5509;7182;7298;8971;9087;10760;10876;12549;12665;14338;14454;16127;16243;17916;18032;19705;19821;21494;21610;23283;23399;25072;25188;26861;26977;28650;28766;30439;30555;32228;32344;34017;34133;35806;35922;37595;37711;39384;39500;41173;41289;42962;43078;44751;44867;46540;46656;48329;48445;50118;50234;51907;52023;53696;53812;55485;55601;57274;57390;59063;59179;60852;60968;62641;62757;64430;64546;66219;66335;68008;68124;69797;69913;71586;71702;73375;73491;75164;75280;76953;77069;78742;78858;80531;80647;82320;82436;84109;84225;85898;86014;87687;87803;
24,25;144;1814;1933;3603;3722;5392;5511;7181;7300;8970;9089;10759;10878;12548;12667;14337;14456;16126;16245;17915;18034;19704;19823;21493;21612;23282;23401;25071;25190;26860;26979;28649;28768;30438;30557;32227;32346;34016;34135;35805;35924;37594;37713;39383;39502;41172;41291;42961;43080;44750;44869;46539;46658;48328;48447;50117;50236;51906;52025;53695;53814;55484;55603;57273;57392;59062;59181;60851;60970;62640;62759;64429;64548;66218;66337;68007;68126;69796;69915;71585;71704;73374;73493;75163;75282;76952;77071;78741;78860;80530;80649;82319;82438;84108;84227;85897;86016;87686;87805;
25,29;146;1818;1935;3607;3724;5396;5513;7185;7302;8974;9091;10763;10880;12552;12669;14341;14458;16130;16247;17919;18036;19708;19825;21497;21614;23286;23403;25075;25192;26864;26981;28653;28770;30442;30559;32231;32348;34020;34137;35809;35926;37598;37715;39387;39504;41176;41293;42965;43082;44754;44871;46543;46660;48332;48449;50121;50238;51910;52027;53699;53816;55488;55605;57277;57394;59066;59183;60855;60972;62644;62761;64433;64550;66222;66339;68011;68128;69800;69917;71589;71706;73378;73495;75167;75284;76956;77073;78745;78862;80534;80651;82323;82440;84112;84229;85901;86018;87690;87807;
26,28;147;1817;1936;3606;3725;5395;5514;7184;7303;8973;9092;10762;10881;12551;12670;14340;14459;16129;16248;17918;18037;19707;19826;21496;21615;23285;23404;25074;25193;26863;26982;28652;28771;30441;30560;32230;32349;34019;34138;35808;35927;37597;37716;39386;39505;41175;41294;42964;43083;44753;44872;46542;46661;48331;48450;50120;50239;51909;52028;53698;53817;55487;55606;57276;57395;59065;59184;60854;60973;62643;62762;64432;64551;66221;66340;68010;68129;69799;69918;71588;71707;73377;73496;75166;75285;76955;77074;78744;78863;80533;80652;82322;82441;84111;84230;85900;86019;87689;87808;
27,33;148;1822;1937;3611;3726;5400;5515;7189;7304;8978;9093;10767;10882;12556;12671;14345;14460;16134;16249;17923;18038;19712;19827;21501;21616;23290;23405;25079;25194;26868;26983;28657;28772;30446;30561;32235;32350;34024;34139;35813;35928;37602;37717;39391;39506;41180;41295;42969;43084;44758;44873;46547;46662;48336;48451;50125;50240;51914;52029;53703;53818;55492;55607;57281;57396;59070;59185;60859;60974;62648;62763;64437;64552;66226;66341;68015;68130;69804;69919;71593;71708;73382;73497;75171;75286;76960;77075;78749;78864;80538;80653;82327;82442;84116;84231;85905;86020;87694;87809;
28,30;143;1819;1932;3608;3721;5397;5510;7186;7299;8975;9088;10764;10877;12553;12666;14342;14455;16131;16244;17920;18033;19709;19822;21498;21611;23287;23400;25076;25189;26865;26978;28654;28767;30443;30556;32232;32345;34021;34134;35810;35923;37599;37712;39388;39501;41177;41290;42966;43079;44755;44868;46544;46657;48333;48446;50122;50235;51911;52024;53700;53813;55489;55602;57278;57391;59067;59180;60856;60969;62645;62758;64434;64547;66223;66336;68012;68125;69801;69914;71590;71703;73379;73492;75168;75281;76957;77070;78746;78859;80535;80648;82324;82437;84113;84226;85902;86015;87691;87804;
29,34;149;1823;1938;3612;3727;5401;5516;7190;7305;8979;9094;10768;10883;12557;12672;14346;14461;16135;16250;17924;18039;19713;19828;21502;21617;23291;23406;25080;25195;26869;26984;28658;28773;30447;30562;32236;32351;34025;34140;35814;35929;37603;37718;39392;39507;41181;41296;42970;43085;44759;44874;46548;46663;48337;48452;50126;50241;51915;52030;53704;53819;55493;55608;57282;57397;59071;59186;60860;60975;62649;62764;64438;64553;66227;66342;68016;68131;69805;69920;71594;71709;73383;73498;75172;75287;76961;77076;78750;78865;80539;80654;82328;82443;84117;84232;85906;86021;87695;87810;
30,90;152;1879;1941;3668;3730;5457;5519;7246;7308;9035;9097;10824;10886;12613;12675;14402;14464;16191;16253;17980;18042;19769;19831;21558;21620;23347;23409;25136;25198;26925;26987;28714;28776;30503;30565;32292;32354;34081;34143;35870;35932;37659;37721;39448;39510;41237;41299;43026;43088;44815;44877;46604;46666;48393;48455;50182;50244;51971;52033;53760;53822;55549;55611;57338;57400;59127;59189;60916;60978;62705;62767;64494;64556;66283;66345;68072;68134;69861;69923;71650;71712;73439;73501;75228;75290;77017;77079;78806;78868;80595;80657;82384;82446;84173;84235;85962;86024;87751;87813;
31,32;150;1821;1939;3610;3728;5399;5517;7188;7306;8977;9095;10766;10884;12555;12673;14344;14462;16133;16251;17922;18040;19711;19829;21500;21618;23289;23407;25078;25196;26867;26985;28656;28774;30445;30563;32234;32352;34023;34141;35812;35930;37601;37719;39390;39508;41179;41297;42968;43086;44757;44875;46546;46664;48335;48453;50124;50242;51913;52031;53702;53820;55491;55609;57280;57398;59069;59187;60858;60976;62647;62765;64436;64554;66225;66343;68014;68132;69803;69921;71592;71710;73381;73499;75170;75288;76959;77077;78748;78866;80537;80655;82326;82444;84115;84233;85904;86022;87693;87811;
32,97;154;1886;1943;3675;3732;5464;5521;7253;7310;9042;9099;10831;10888;12620;12677;14409;14466;16198;16255;17987;18044;19776;19833;21565;21622;23354;23411;25143;25200;26932;26989;28721;28778;30510;30567;32299;32356;34088;34145;35877;35934;37666;37723;39455;39512;41244;41301;43033;43090;44822;44879;46611;46668;48400;48457;50189;50246;51978;52035;53767;53824;55556;55613;57345;57402;59134;59191;60923;60980;62712;62769;64501;64558;66290;66347;68079;68136;69868;69925;71657;71714;73446;73503;75235;75292;77024;77081;78813;78870;80602;80659;82391;82448;84180;84237;85969;86026;87758;87815;
33,109;157;1898;1946;3687;3735;5476;5524;7265;7313;9054;9102;10843;10891;12632;12680;14421;14469;16210;16258;17999;18047;19788;19836;21577;21625;23366;23414;25155;25203;26944;26992;28733;28781;30522;30570;32311;32359;34100;34148;35889;35937;37678;37726;39467;39515;41256;41304;43045;43093;44834;44882;46623;46671;48412;48460;50201;50249;51990;52038;53779;53827;55568;55616;57357;57405;59146;59194;60935;60983;62724;62772;64513;64561;66302;66350;68091;68139;69880;69928;71669;71717;73458;73506;75247;75295;77036;77084;78825;78873;80614;80662;82403;82451;84192;84240;85981;86029;87770;87818;
34,98;153;1887;1942;3676;3731;5465;5520;7254;7309;9043;9098;10832;10887;12621;12676;14410;14465;16199;16254;17988;18043;19777;19832;21566;21621;23355;23410;25144;25199;26933;26988;28722;28777;30511;30566;32300;32355;34089;34144;35878;35933;37667;37722;39456;39511;41245;41300;43034;43089;44823;44878;46612;46667;48401;48456;50190;50245;51979;52034;53768;53823;55557;55612;57346;57401;59135;59190;60924;60979;62713;62768;64502;64557;66291;66346;68080;68135;69869;69924;71658;71713;73447;73502;75236;75291;77025;77080;78814;78869;80603;80658;82392;82447;84181;84236;85970;86025;87759;87814;
35,35;156;1824;1945;3613;3734;5402;5523;7191;7312;8980;9101;10769;10890;12558;12679;14347;14468;16136;16257;17925;18046;19714;19835;21503;21624;23292;23413;25081;25202;26870;26991;28659;28780;30448;30569;32237;32358;34026;34147;35815;35936;37604;37725;39393;39514;41182;41303;42971;43092;44760;44881;46549;46670;48338;48459;50127;50248;51916;52037;53705;53826;55494;55615;57283;57404;59072;59193;60861;60982;62650;62771;64439;64560;66228;66349;68017;68138;69806;69927;71595;71716;73384;73505;75173;75294;76962;77083;78751;78872;80540;80661;82329;82450;84118;84239;85907;86028;87696;87817;
36,113;1902;3691;5480;7269;9058;10847;12636;14425;16214;18003;19792;21581;23370;25159;26948;28737;30526;32315;34104;35893;37682;39471;41260;43049;44838;46627;48416;50205;51994;53783;55572;57361;59150;60939;62728;64517;66306;68095;69884;71673;73462;75251;77040;78829;80618;82407;84196;85985;87774;
37,158;190;1947;1979;3736;3768;5525;5557;7314;7346;9103;9135;10892;10924;12681;12713;14470;14502;16259;16291;18048;18080;19837;19869;21626;21658;23415;23447;25204;25236;26993;27025;28782;28814;30571;30603;32360;32392;34149;34181;35938;35970;37727;37759;39516;39548;41305;41337;43094;43126;44883;44915;46672;46704;48461;48493;50250;50282;52039;52071;53828;53860;55617;55649;57406;57438;59195;59227;60984;61016;62773;62805;64562;64594;66351;66383;68140;68172;69929;69961;71718;71750;73507;73539;75296;75328;77085;77117;78874;78906;80663;80695;82452;82484;84241;84273;86030;86062;87819;87851;
38,163;1952;3741;5530;7319;9108;10897;12686;14475;16264;18053;19842;21631;23420;25209;26998;28787;30576;32365;34154;35943;37732;39521;41310;43099;44888;46677;48466;50255;52044;53833;55622;57411;59200;60989;62778;64567;66356;68145;69934;71723;73512;75301;77090;78879;80668;82457;84246;86035;87824;
39,160;1949;3738;5527;7316;9105;10894;12683;14472;16261;18050;19839;21628;23417;25206;26995;28784;30573;32362;34151;35940;37729;39518;41307;43096;44885;46674;48463;50252;52041;53830;55619;57408;59197;60986;62775;64564;66353;68142;69931;71720;73509;75298;77087;78876;80665;82454;84243;86032;87821;
40,161;1950;3739;5528;7317;9106;10895;12684;14473;16262;18051;19840;21629;23418;25207;26996;28785;30574;32363;34152;35941;37730;39519;41308;43097;44886;46675;48464;50253;52042;53831;55620;57409;59198;60987;62776;64565;66354;68143;69932;71721;73510;75299;77088;78877;80666;82455;84244;86033;87822;
41,61;179;1850;1968;3639;3757;5428;5546;7217;7335;9006;9124;10795;10913;12584;12702;14373;14491;16162;16280;17951;18069;19740;19858;21529;21647;23318;23436;25107;25225;26896;27014;28685;28803;30474;30592;32263;32381;34052;34170;35841;35959;37630;37748;39419;39537;41208;41326;42997;43115;44786;44904;46575;46693;48364;48482;50153;50271;51942;52060;53731;53849;55520;55638;57309;57427;59098;59216;60887;61005;62676;62794;64465;64583;66254;66372;68043;68161;69832;69950;71621;71739;73410;73528;75199;75317;76988;77106;78777;78895;80566;80684;82355;82473;84144;84262;85933;86051;87722;87840;
42,159;1948;3737;5526;7315;9104;10893;12682;14471;16260;18049;19838;21627;23416;25205;26994;28783;30572;32361;34150;35939;37728;39517;41306;43095;44884;46673;48462;50251;52040;53829;55618;57407;59196;60985;62774;64563;66352;68141;69930;71719;73508;75297;77086;78875;80664;82453;84242;86031;87820;
43,38;1827;3616;5405;7194;8983;10772;12561;14350;16139;17928;19717;21506;23295;25084;26873;28662;30451;32240;34029;35818;37607;39396;41185;42974;44763;46552;48341;50130;51919;53708;55497;57286;59075;60864;62653;64442;66231;68020;69809;71598;73387;75176;76965;78754;80543;82332;84121;85910;87699;
44,39;1828;3617;5406;7195;8984;10773;12562;14351;16140;17929;19718;21507;23296;25085;26874;28663;30452;32241;34030;35819;37608;39397;41186;42975;44764;46553;48342;50131;51920;53709;55498;57287;59076;60865;62654;64443;66232;68021;69810;71599;73388;75177;76966;78755;80544;82333;84122;85911;87700;
45,43;167;1832;1956;3621;3745;5410;5534;7199;7323;8988;9112;10777;10901;12566;12690;14355;14479;16144;16268;17933;18057;19722;19846;21511;21635;23300;23424;25089;25213;26878;27002;28667;28791;30456;30580;32245;32369;34034;34158;35823;35947;37612;37736;39401;39525;41190;41314;42979;43103;44768;44892;46557;46681;48346;48470;50135;50259;51924;52048;53713;53837;55502;55626;57291;57415;59080;59204;60869;60993;62658;62782;64447;64571;66236;66360;68025;68149;69814;69938;71603;71727;73392;73516;75181;75305;76970;77094;78759;78883;80548;80672;82337;82461;84126;84250;85915;86039;87704;87828;
46,40;1829;3618;5407;7196;8985;10774;12563;14352;16141;17930;19719;21508;23297;25086;26875;28664;30453;32242;34031;35820;37609;39398;41187;42976;44765;46554;48343;50132;51921;53710;55499;57288;59077;60866;62655;64444;66233;68022;69811;71600;73389;75178;76967;78756;80545;82334;84123;85912;87701;
