agent_id,path_no,path_cost, arc(i.j.t.s), path_arc_incidence, arc_cap(i.j.t.s)
3,4,11.50,24.58.18.19,1,99999.00
3,4,11.50,58.58.19.25,1,99999.00
3,4,11.50,58.24.25.26,1,99999.00
3,4,11.50,24.83.26.27,1,99999.00
3,4,11.50,83.24.27.28,1,99999.00
3,4,11.50,24.81.28.29,1,99999.00
3,4,11.50,81.24.29.30,1,99999.00
3,4,11.50,24.13.30.34,1,1.00
3,4,11.50,13.12.34.37,1,1.00
3,4,11.50,12.3.37.41,1,1.00
3,4,11.50,3.82.41.42,1,99999.00
3,4,11.50,82.3.42.43,1,99999.00
3,4,11.50,3.1.43.47,1,1.00
3,4,11.50,1.2.47.53,1,1.00
3,4,11.50,2.6.53.58,1,10.00
3,4,11.50,6.84.58.59,1,99999.00
3,4,11.50,84.6.59.60,1,99999.00
3,4,11.50,6.8.60.62,1,1.00
3,4,11.50,8.16.62.67,1,1.00
3,4,11.50,16.10.67.71,1,1.00
3,4,11.50,10.10.71.80,1,99999.00
4,4,19.00,2.6.1.6,1,10.00
4,4,19.00,6.37.6.7,1,99999.00
4,4,19.00,37.6.7.8,1,99999.00
4,4,19.00,6.8.8.10,1,1.00
4,4,19.00,8.41.10.11,1,99999.00
4,4,19.00,41.8.11.12,1,99999.00
4,4,19.00,8.16.12.17,1,1.00
4,4,19.00,16.17.17.19,1,1.00
4,4,19.00,17.19.19.21,1,1.00
4,4,19.00,19.42.21.22,1,99999.00
4,4,19.00,42.42.22.30,1,99999.00
4,4,19.00,42.19.30.31,1,99999.00
4,4,19.00,19.19.31.32,1,1000.00
4,4,19.00,19.19.32.33,1,1000.00
4,4,19.00,19.15.33.36,1,1.00
4,4,19.00,15.22.36.39,1,1.00
4,4,19.00,22.21.39.41,1,1.00
4,4,19.00,21.24.41.44,1,1.00
4,4,19.00,24.38.44.45,1,99999.00
4,4,19.00,38.24.45.46,1,99999.00
4,4,19.00,24.13.46.50,1,1.00
4,4,19.00,13.13.50.80,1,99999.00
5,4,16.00,2.1.1.7,1,1.00
5,4,16.00,1.3.7.11,1,10.00
5,4,16.00,3.12.11.15,1,1.00
5,4,16.00,12.57.15.16,1,99999.00
5,4,16.00,57.12.16.17,1,99999.00
5,4,16.00,12.13.17.20,1,1.00
5,4,16.00,13.24.20.24,1,10.00
5,4,16.00,24.58.24.25,1,99999.00
5,4,16.00,58.24.25.26,1,99999.00
5,4,16.00,24.83.26.27,1,99999.00
5,4,16.00,83.24.27.28,1,99999.00
5,4,16.00,24.81.28.29,1,99999.00
5,4,16.00,81.24.29.30,1,99999.00
5,4,16.00,24.13.30.34,1,1.00
5,4,16.00,13.12.34.37,1,1.00
5,4,16.00,12.3.37.41,1,1.00
5,4,16.00,3.82.41.42,1,99999.00
5,4,16.00,82.3.42.43,1,99999.00
5,4,16.00,3.1.43.47,1,1.00
5,4,16.00,1.2.47.53,1,1.00
5,4,16.00,2.6.53.58,1,10.00
5,4,16.00,6.84.58.59,1,99999.00
5,4,16.00,84.6.59.60,1,99999.00
5,4,16.00,6.8.60.62,1,1.00
5,4,16.00,8.16.62.67,1,1.00
5,4,16.00,16.18.67.70,1,1.00
5,4,16.00,18.20.70.74,1,1.00
5,4,16.00,20.20.74.80,1,99999.00
6,4,14.50,2.1.1.7,1,1.00
6,4,14.50,1.3.7.11,1,10.00
6,4,14.50,3.12.11.15,1,1.00
6,4,14.50,12.57.15.16,1,99999.00
6,4,14.50,57.12.16.17,1,99999.00
6,4,14.50,12.13.17.20,1,1.00
6,4,14.50,13.24.20.24,1,10.00
6,4,14.50,24.58.24.25,1,99999.00
6,4,14.50,58.24.25.26,1,99999.00
6,4,14.50,24.83.26.27,1,99999.00
6,4,14.50,83.24.27.28,1,99999.00
6,4,14.50,24.81.28.29,1,99999.00
6,4,14.50,81.24.29.30,1,99999.00
6,4,14.50,24.13.30.34,1,1.00
6,4,14.50,13.12.34.37,1,1.00
6,4,14.50,12.3.37.41,1,1.00
6,4,14.50,3.82.41.42,1,99999.00
6,4,14.50,82.3.42.43,1,99999.00
6,4,14.50,3.1.43.47,1,1.00
6,4,14.50,1.2.47.53,1,1.00
6,4,14.50,2.6.53.58,1,10.00
6,4,14.50,6.84.58.59,1,99999.00
6,4,14.50,84.6.59.60,1,99999.00
6,4,14.50,6.8.60.62,1,1.00
6,4,14.50,8.16.62.67,1,1.00
6,4,14.50,16.10.67.71,1,1.00
6,4,14.50,10.10.71.80,1,99999.00
7,4,16.00,13.12.1.4,1,1.00
7,4,16.00,12.57.4.5,1,99999.00
7,4,16.00,57.12.5.6,1,99999.00
7,4,16.00,12.13.6.9,1,1.00
7,4,16.00,13.24.9.13,1,10.00
7,4,16.00,24.58.13.14,1,99999.00
7,4,16.00,58.58.14.25,1,99999.00
7,4,16.00,58.24.25.26,1,99999.00
7,4,16.00,24.81.26.27,1,99999.00
7,4,16.00,81.24.27.28,1,99999.00
7,4,16.00,24.13.28.32,1,1.00
7,4,16.00,13.12.32.35,1,1.00
7,4,16.00,12.3.35.39,1,1.00
7,4,16.00,3.82.39.40,1,99999.00
7,4,16.00,82.3.40.41,1,99999.00
7,4,16.00,3.1.41.45,1,1.00
7,4,16.00,1.1.45.80,1,99999.00
8,4,19.00,13.12.1.4,1,1.00
8,4,19.00,12.57.4.5,1,99999.00
8,4,19.00,57.12.5.6,1,99999.00
8,4,19.00,12.13.6.9,1,1.00
8,4,19.00,13.24.9.13,1,10.00
8,4,19.00,24.58.13.14,1,99999.00
8,4,19.00,58.58.14.25,1,99999.00
8,4,19.00,58.24.25.26,1,99999.00
8,4,19.00,24.81.26.27,1,99999.00
8,4,19.00,81.24.27.28,1,99999.00
8,4,19.00,24.13.28.32,1,1.00
8,4,19.00,13.12.32.35,1,1.00
8,4,19.00,12.3.35.39,1,1.00
8,4,19.00,3.82.39.40,1,99999.00
8,4,19.00,82.3.40.41,1,99999.00
8,4,19.00,3.1.41.45,1,1.00
8,4,19.00,1.2.45.51,1,1.00
8,4,19.00,2.2.51.80,1,99999.00
9,4,9.00,13.12.1.4,1,1.00
9,4,9.00,12.57.4.5,1,99999.00
9,4,9.00,57.12.5.6,1,99999.00
9,4,9.00,12.13.6.9,1,1.00
9,4,9.00,13.24.9.13,1,10.00
9,4,9.00,24.58.13.14,1,99999.00
9,4,9.00,58.58.14.25,1,99999.00
9,4,9.00,58.24.25.26,1,99999.00
9,4,9.00,24.83.26.27,1,99999.00
9,4,9.00,83.24.27.28,1,99999.00
9,4,9.00,24.81.28.29,1,99999.00
9,4,9.00,81.24.29.30,1,99999.00
9,4,9.00,24.13.30.34,1,1.00
9,4,9.00,13.12.34.37,1,1.00
9,4,9.00,12.3.37.41,1,1.00
9,4,9.00,3.82.41.42,1,99999.00
9,4,9.00,82.3.42.43,1,99999.00
9,4,9.00,3.1.43.47,1,1.00
9,4,9.00,1.2.47.53,1,1.00
9,4,9.00,2.6.53.58,1,10.00
9,4,9.00,6.84.58.59,1,99999.00
9,4,9.00,84.6.59.60,1,99999.00
9,4,9.00,6.8.60.62,1,1.00
9,4,9.00,8.16.62.67,1,1.00
9,4,9.00,16.10.67.71,1,1.00
9,4,9.00,10.10.71.80,1,99999.00
10,4,29.00,20.18.1.5,1,10.00
10,4,29.00,18.63.5.6,1,99999.00
10,4,29.00,63.63.6.10,1,99999.00
10,4,29.00,63.18.10.11,1,99999.00
10,4,29.00,18.16.11.14,1,1.00
10,4,29.00,16.8.14.19,1,1.00
10,4,29.00,8.6.19.21,1,1.00
10,4,29.00,6.64.21.22,1,99999.00
10,4,29.00,64.64.22.30,1,99999.00
10,4,29.00,64.6.30.31,1,99999.00
10,4,29.00,6.8.31.33,1,1.00
10,4,29.00,8.45.33.34,1,99999.00
10,4,29.00,45.8.34.35,1,99999.00
10,4,29.00,8.16.35.40,1,1.00
10,4,29.00,16.17.40.42,1,1.00
10,4,29.00,17.19.42.44,1,1.00
10,4,29.00,19.15.44.47,1,1.00
10,4,29.00,15.22.47.50,1,1.00
10,4,29.00,22.46.50.51,1,99999.00
10,4,29.00,46.22.51.52,1,99999.00
10,4,29.00,22.15.52.55,1,1.00
10,4,29.00,15.11.55.61,1,1.00
10,4,29.00,11.3.61.68,1,1.00
10,4,29.00,3.1.68.72,1,1.00
10,4,29.00,1.1.72.80,1,99999.00
11,4,30.00,20.18.1.5,1,10.00
11,4,30.00,18.63.5.6,1,99999.00
11,4,30.00,63.63.6.10,1,99999.00
11,4,30.00,63.18.10.11,1,99999.00
11,4,30.00,18.16.11.14,1,1.00
11,4,30.00,16.8.14.19,1,1.00
11,4,30.00,8.6.19.21,1,1.00
11,4,30.00,6.64.21.22,1,99999.00
11,4,30.00,64.64.22.30,1,99999.00
11,4,30.00,64.6.30.31,1,99999.00
11,4,30.00,6.8.31.33,1,1.00
11,4,30.00,8.45.33.34,1,99999.00
11,4,30.00,45.8.34.35,1,99999.00
11,4,30.00,8.16.35.40,1,1.00
11,4,30.00,16.17.40.42,1,1.00
11,4,30.00,17.19.42.44,1,1.00
11,4,30.00,19.15.44.47,1,1.00
11,4,30.00,15.22.47.50,1,1.00
11,4,30.00,22.46.50.51,1,99999.00
11,4,30.00,46.22.51.52,1,99999.00
11,4,30.00,22.15.52.55,1,1.00
11,4,30.00,15.19.55.58,1,1.00
11,4,30.00,19.17.58.60,1,1.00
11,4,30.00,17.16.60.62,1,1.00
11,4,30.00,16.8.62.67,1,1.00
11,4,30.00,8.6.67.69,1,1.00
11,4,30.00,6.2.69.74,1,1.00
11,4,30.00,2.2.74.80,1,99999.00
12,4,23.50,20.18.1.5,1,10.00
12,4,23.50,18.63.5.6,1,99999.00
12,4,23.50,63.63.6.10,1,99999.00
12,4,23.50,63.18.10.11,1,99999.00
12,4,23.50,18.16.11.14,1,1.00
12,4,23.50,16.8.14.19,1,1.00
12,4,23.50,8.6.19.21,1,1.00
12,4,23.50,6.64.21.22,1,99999.00
12,4,23.50,64.64.22.30,1,99999.00
12,4,23.50,64.6.30.31,1,99999.00
12,4,23.50,6.8.31.33,1,1.00
12,4,23.50,8.45.33.34,1,99999.00
12,4,23.50,45.8.34.35,1,99999.00
12,4,23.50,8.16.35.40,1,1.00
12,4,23.50,16.17.40.42,1,1.00
12,4,23.50,17.19.42.44,1,1.00
12,4,23.50,19.15.44.47,1,1.00
12,4,23.50,15.22.47.50,1,1.00
12,4,23.50,22.46.50.51,1,99999.00
12,4,23.50,46.22.51.52,1,99999.00
12,4,23.50,22.15.52.55,1,1.00
12,4,23.50,15.10.55.61,1,1.00
12,4,23.50,10.10.61.80,1,99999.00
13,4,25.00,1.3.1.5,1,10.00
13,4,25.00,3.11.5.12,1,1.00
13,4,25.00,11.53.12.13,1,99999.00
13,4,25.00,53.11.13.14,1,99999.00
13,4,25.00,11.15.14.20,1,1.00
13,4,25.00,15.22.20.23,1,1.00
13,4,25.00,22.54.23.24,1,99999.00
13,4,25.00,54.54.24.25,1,99999.00
13,4,25.00,54.22.25.26,1,99999.00
13,4,25.00,22.73.26.27,1,99999.00
13,4,25.00,73.22.27.28,1,99999.00
13,4,25.00,22.15.28.31,1,1.00
13,4,25.00,15.11.31.37,1,1.00
13,4,25.00,11.3.37.44,1,1.00
13,4,25.00,3.74.44.45,1,99999.00
13,4,25.00,74.3.45.46,1,99999.00
13,4,25.00,3.12.46.50,1,1.00
13,4,25.00,12.13.50.53,1,1.00
13,4,25.00,13.13.53.80,1,99999.00
14,4,13.00,1.3.1.5,1,10.00
14,4,13.00,3.12.5.9,1,1.00
14,4,13.00,12.57.9.10,1,99999.00
14,4,13.00,57.12.10.11,1,99999.00
14,4,13.00,12.13.11.14,1,1.00
14,4,13.00,13.24.14.18,1,10.00
14,4,13.00,24.58.18.19,1,99999.00
14,4,13.00,58.58.19.25,1,99999.00
14,4,13.00,58.24.25.26,1,99999.00
14,4,13.00,24.83.26.27,1,99999.00
14,4,13.00,83.24.27.28,1,99999.00
14,4,13.00,24.81.28.29,1,99999.00
14,4,13.00,81.24.29.30,1,99999.00
14,4,13.00,24.13.30.34,1,1.00
14,4,13.00,13.12.34.37,1,1.00
14,4,13.00,12.3.37.41,1,1.00
14,4,13.00,3.82.41.42,1,99999.00
14,4,13.00,82.3.42.43,1,99999.00
14,4,13.00,3.1.43.47,1,1.00
14,4,13.00,1.2.47.53,1,1.00
14,4,13.00,2.6.53.58,1,10.00
14,4,13.00,6.84.58.59,1,99999.00
14,4,13.00,84.6.59.60,1,99999.00
14,4,13.00,6.8.60.62,1,1.00
14,4,13.00,8.16.62.67,1,1.00
14,4,13.00,16.18.67.70,1,1.00
14,4,13.00,18.20.70.74,1,1.00
14,4,13.00,20.20.74.80,1,99999.00
15,4,13.00,1.3.1.5,1,10.00
15,4,13.00,3.12.5.9,1,1.00
15,4,13.00,12.57.9.10,1,99999.00
15,4,13.00,57.12.10.11,1,99999.00
15,4,13.00,12.13.11.14,1,1.00
15,4,13.00,13.24.14.18,1,10.00
15,4,13.00,24.58.18.19,1,99999.00
15,4,13.00,58.58.19.25,1,99999.00
15,4,13.00,58.24.25.26,1,99999.00
15,4,13.00,24.83.26.27,1,99999.00
15,4,13.00,83.24.27.28,1,99999.00
15,4,13.00,24.81.28.29,1,99999.00
15,4,13.00,81.24.29.30,1,99999.00
15,4,13.00,24.13.30.34,1,1.00
15,4,13.00,13.12.34.37,1,1.00
15,4,13.00,12.3.37.41,1,1.00
15,4,13.00,3.82.41.42,1,99999.00
15,4,13.00,82.3.42.43,1,99999.00
15,4,13.00,3.1.43.47,1,1.00
15,4,13.00,1.2.47.53,1,1.00
15,4,13.00,2.6.53.58,1,10.00
15,4,13.00,6.84.58.59,1,99999.00
15,4,13.00,84.6.59.60,1,99999.00
15,4,13.00,6.8.60.62,1,1.00
15,4,13.00,8.16.62.67,1,1.00
15,4,13.00,16.18.67.70,1,1.00
15,4,13.00,18.20.70.74,1,1.00
15,4,13.00,20.20.74.80,1,99999.00
16,4,19.00,2.6.1.6,1,10.00
16,4,19.00,6.37.6.7,1,99999.00
16,4,19.00,37.6.7.8,1,99999.00
16,4,19.00,6.8.8.10,1,1.00
16,4,19.00,8.41.10.11,1,99999.00
16,4,19.00,41.8.11.12,1,99999.00
16,4,19.00,8.16.12.17,1,1.00
16,4,19.00,16.17.17.19,1,1.00
16,4,19.00,17.19.19.21,1,1.00
16,4,19.00,19.42.21.22,1,99999.00
16,4,19.00,42.42.22.30,1,99999.00
16,4,19.00,42.19.30.31,1,99999.00
16,4,19.00,19.19.31.32,1,1000.00
16,4,19.00,19.19.32.33,1,1000.00
16,4,19.00,19.15.33.36,1,1.00
16,4,19.00,15.22.36.39,1,1.00
16,4,19.00,22.21.39.41,1,1.00
16,4,19.00,21.24.41.44,1,1.00
16,4,19.00,24.38.44.45,1,99999.00
16,4,19.00,38.24.45.46,1,99999.00
16,4,19.00,24.13.46.50,1,1.00
16,4,19.00,13.13.50.80,1,99999.00
17,4,16.00,2.1.1.7,1,1.00
17,4,16.00,1.3.7.11,1,10.00
17,4,16.00,3.12.11.15,1,1.00
17,4,16.00,12.57.15.16,1,99999.00
17,4,16.00,57.12.16.17,1,99999.00
17,4,16.00,12.13.17.20,1,1.00
17,4,16.00,13.24.20.24,1,10.00
17,4,16.00,24.58.24.25,1,99999.00
17,4,16.00,58.24.25.26,1,99999.00
17,4,16.00,24.83.26.27,1,99999.00
17,4,16.00,83.24.27.28,1,99999.00
17,4,16.00,24.81.28.29,1,99999.00
17,4,16.00,81.24.29.30,1,99999.00
17,4,16.00,24.13.30.34,1,1.00
17,4,16.00,13.12.34.37,1,1.00
17,4,16.00,12.3.37.41,1,1.00
17,4,16.00,3.82.41.42,1,99999.00
17,4,16.00,82.3.42.43,1,99999.00
17,4,16.00,3.1.43.47,1,1.00
17,4,16.00,1.2.47.53,1,1.00
17,4,16.00,2.6.53.58,1,10.00
17,4,16.00,6.84.58.59,1,99999.00
17,4,16.00,84.6.59.60,1,99999.00
17,4,16.00,6.8.60.62,1,1.00
17,4,16.00,8.16.62.67,1,1.00
17,4,16.00,16.18.67.70,1,1.00
17,4,16.00,18.20.70.74,1,1.00
17,4,16.00,20.20.74.80,1,99999.00
18,4,14.50,2.1.1.7,1,1.00
18,4,14.50,1.3.7.11,1,10.00
18,4,14.50,3.12.11.15,1,1.00
18,4,14.50,12.57.15.16,1,99999.00
18,4,14.50,57.12.16.17,1,99999.00
18,4,14.50,12.13.17.20,1,1.00
18,4,14.50,13.24.20.24,1,10.00
18,4,14.50,24.58.24.25,1,99999.00
18,4,14.50,58.24.25.26,1,99999.00
18,4,14.50,24.83.26.27,1,99999.00
18,4,14.50,83.24.27.28,1,99999.00
18,4,14.50,24.81.28.29,1,99999.00
18,4,14.50,81.24.29.30,1,99999.00
18,4,14.50,24.13.30.34,1,1.00
18,4,14.50,13.12.34.37,1,1.00
18,4,14.50,12.3.37.41,1,1.00
18,4,14.50,3.82.41.42,1,99999.00
18,4,14.50,82.3.42.43,1,99999.00
18,4,14.50,3.1.43.47,1,1.00
18,4,14.50,1.2.47.53,1,1.00
18,4,14.50,2.6.53.58,1,10.00
18,4,14.50,6.84.58.59,1,99999.00
18,4,14.50,84.6.59.60,1,99999.00
18,4,14.50,6.8.60.62,1,1.00
18,4,14.50,8.16.62.67,1,1.00
18,4,14.50,16.10.67.71,1,1.00
18,4,14.50,10.10.71.80,1,99999.00
19,4,16.00,13.12.1.4,1,1.00
19,4,16.00,12.57.4.5,1,99999.00
19,4,16.00,57.12.5.6,1,99999.00
19,4,16.00,12.13.6.9,1,1.00
19,4,16.00,13.24.9.13,1,10.00
19,4,16.00,24.58.13.14,1,99999.00
19,4,16.00,58.58.14.25,1,99999.00
19,4,16.00,58.24.25.26,1,99999.00
19,4,16.00,24.81.26.27,1,99999.00
19,4,16.00,81.24.27.28,1,99999.00
19,4,16.00,24.13.28.32,1,1.00
19,4,16.00,13.12.32.35,1,1.00
19,4,16.00,12.3.35.39,1,1.00
19,4,16.00,3.82.39.40,1,99999.00
19,4,16.00,82.3.40.41,1,99999.00
19,4,16.00,3.1.41.45,1,1.00
19,4,16.00,1.1.45.80,1,99999.00
20,4,19.00,13.12.1.4,1,1.00
20,4,19.00,12.57.4.5,1,99999.00
20,4,19.00,57.12.5.6,1,99999.00
20,4,19.00,12.13.6.9,1,1.00
20,4,19.00,13.24.9.13,1,10.00
20,4,19.00,24.58.13.14,1,99999.00
20,4,19.00,58.58.14.25,1,99999.00
20,4,19.00,58.24.25.26,1,99999.00
20,4,19.00,24.81.26.27,1,99999.00
20,4,19.00,81.24.27.28,1,99999.00
20,4,19.00,24.13.28.32,1,1.00
20,4,19.00,13.12.32.35,1,1.00
20,4,19.00,12.3.35.39,1,1.00
20,4,19.00,3.82.39.40,1,99999.00
20,4,19.00,82.3.40.41,1,99999.00
20,4,19.00,3.1.41.45,1,1.00
20,4,19.00,1.2.45.51,1,1.00
20,4,19.00,2.2.51.80,1,99999.00
21,4,9.00,13.12.1.4,1,1.00
21,4,9.00,12.57.4.5,1,99999.00
21,4,9.00,57.12.5.6,1,99999.00
21,4,9.00,12.13.6.9,1,1.00
21,4,9.00,13.24.9.13,1,10.00
21,4,9.00,24.58.13.14,1,99999.00
21,4,9.00,58.58.14.25,1,99999.00
21,4,9.00,58.24.25.26,1,99999.00
21,4,9.00,24.83.26.27,1,99999.00
21,4,9.00,83.24.27.28,1,99999.00
21,4,9.00,24.81.28.29,1,99999.00
21,4,9.00,81.24.29.30,1,99999.00
21,4,9.00,24.13.30.34,1,1.00
21,4,9.00,13.12.34.37,1,1.00
21,4,9.00,12.3.37.41,1,1.00
21,4,9.00,3.82.41.42,1,99999.00
21,4,9.00,82.3.42.43,1,99999.00
21,4,9.00,3.1.43.47,1,1.00
21,4,9.00,1.2.47.53,1,1.00
21,4,9.00,2.6.53.58,1,10.00
21,4,9.00,6.84.58.59,1,99999.00
21,4,9.00,84.6.59.60,1,99999.00
21,4,9.00,6.8.60.62,1,1.00
21,4,9.00,8.16.62.67,1,1.00
21,4,9.00,16.10.67.71,1,1.00
21,4,9.00,10.10.71.80,1,99999.00
22,4,29.00,20.18.1.5,1,10.00
22,4,29.00,18.63.5.6,1,99999.00
22,4,29.00,63.63.6.10,1,99999.00
22,4,29.00,63.18.10.11,1,99999.00
22,4,29.00,18.16.11.14,1,1.00
22,4,29.00,16.8.14.19,1,1.00
22,4,29.00,8.6.19.21,1,1.00
22,4,29.00,6.64.21.22,1,99999.00
22,4,29.00,64.64.22.30,1,99999.00
22,4,29.00,64.6.30.31,1,99999.00
22,4,29.00,6.8.31.33,1,1.00
22,4,29.00,8.45.33.34,1,99999.00
22,4,29.00,45.8.34.35,1,99999.00
22,4,29.00,8.16.35.40,1,1.00
22,4,29.00,16.17.40.42,1,1.00
22,4,29.00,17.19.42.44,1,1.00
22,4,29.00,19.15.44.47,1,1.00
22,4,29.00,15.22.47.50,1,1.00
22,4,29.00,22.46.50.51,1,99999.00
22,4,29.00,46.22.51.52,1,99999.00
22,4,29.00,22.15.52.55,1,1.00
22,4,29.00,15.11.55.61,1,1.00
22,4,29.00,11.3.61.68,1,1.00
22,4,29.00,3.1.68.72,1,1.00
22,4,29.00,1.1.72.80,1,99999.00
23,4,30.00,20.18.1.5,1,10.00
23,4,30.00,18.63.5.6,1,99999.00
23,4,30.00,63.63.6.10,1,99999.00
23,4,30.00,63.18.10.11,1,99999.00
23,4,30.00,18.16.11.14,1,1.00
23,4,30.00,16.8.14.19,1,1.00
23,4,30.00,8.6.19.21,1,1.00
23,4,30.00,6.64.21.22,1,99999.00
23,4,30.00,64.64.22.30,1,99999.00
23,4,30.00,64.6.30.31,1,99999.00
23,4,30.00,6.8.31.33,1,1.00
23,4,30.00,8.45.33.34,1,99999.00
23,4,30.00,45.8.34.35,1,99999.00
23,4,30.00,8.16.35.40,1,1.00
23,4,30.00,16.17.40.42,1,1.00
23,4,30.00,17.19.42.44,1,1.00
23,4,30.00,19.15.44.47,1,1.00
23,4,30.00,15.22.47.50,1,1.00
23,4,30.00,22.46.50.51,1,99999.00
23,4,30.00,46.22.51.52,1,99999.00
23,4,30.00,22.15.52.55,1,1.00
23,4,30.00,15.19.55.58,1,1.00
23,4,30.00,19.17.58.60,1,1.00
23,4,30.00,17.16.60.62,1,1.00
23,4,30.00,16.8.62.67,1,1.00
23,4,30.00,8.6.67.69,1,1.00
23,4,30.00,6.2.69.74,1,1.00
23,4,30.00,2.2.74.80,1,99999.00
24,4,23.50,20.18.1.5,1,10.00
24,4,23.50,18.63.5.6,1,99999.00
24,4,23.50,63.63.6.10,1,99999.00
24,4,23.50,63.18.10.11,1,99999.00
24,4,23.50,18.16.11.14,1,1.00
24,4,23.50,16.8.14.19,1,1.00
24,4,23.50,8.6.19.21,1,1.00
24,4,23.50,6.64.21.22,1,99999.00
24,4,23.50,64.64.22.30,1,99999.00
24,4,23.50,64.6.30.31,1,99999.00
24,4,23.50,6.8.31.33,1,1.00
24,4,23.50,8.45.33.34,1,99999.00
24,4,23.50,45.8.34.35,1,99999.00
24,4,23.50,8.16.35.40,1,1.00
24,4,23.50,16.17.40.42,1,1.00
24,4,23.50,17.19.42.44,1,1.00
24,4,23.50,19.15.44.47,1,1.00
24,4,23.50,15.22.47.50,1,1.00
24,4,23.50,22.46.50.51,1,99999.00
24,4,23.50,46.22.51.52,1,99999.00
24,4,23.50,22.15.52.55,1,1.00
24,4,23.50,15.10.55.61,1,1.00
24,4,23.50,10.10.61.80,1,99999.00
25,4,25.00,1.3.1.5,1,10.00
25,4,25.00,3.11.5.12,1,1.00
25,4,25.00,11.53.12.13,1,99999.00
25,4,25.00,53.11.13.14,1,99999.00
25,4,25.00,11.15.14.20,1,1.00
25,4,25.00,15.22.20.23,1,1.00
25,4,25.00,22.54.23.24,1,99999.00
25,4,25.00,54.54.24.25,1,99999.00
25,4,25.00,54.22.25.26,1,99999.00
25,4,25.00,22.73.26.27,1,99999.00
25,4,25.00,73.22.27.28,1,99999.00
25,4,25.00,22.15.28.31,1,1.00
25,4,25.00,15.11.31.37,1,1.00
25,4,25.00,11.3.37.44,1,1.00
25,4,25.00,3.74.44.45,1,99999.00
25,4,25.00,74.3.45.46,1,99999.00
25,4,25.00,3.12.46.50,1,1.00
25,4,25.00,12.13.50.53,1,1.00
25,4,25.00,13.13.53.80,1,99999.00
26,4,16.00,2.1.1.7,1,1.00
26,4,16.00,1.3.7.11,1,10.00
26,4,16.00,3.12.11.15,1,1.00
26,4,16.00,12.57.15.16,1,99999.00
26,4,16.00,57.12.16.17,1,99999.00
26,4,16.00,12.13.17.20,1,1.00
26,4,16.00,13.24.20.24,1,10.00
26,4,16.00,24.58.24.25,1,99999.00
26,4,16.00,58.24.25.26,1,99999.00
26,4,16.00,24.83.26.27,1,99999.00
26,4,16.00,83.24.27.28,1,99999.00
26,4,16.00,24.81.28.29,1,99999.00
26,4,16.00,81.24.29.30,1,99999.00
26,4,16.00,24.13.30.34,1,1.00
26,4,16.00,13.12.34.37,1,1.00
26,4,16.00,12.3.37.41,1,1.00
26,4,16.00,3.82.41.42,1,99999.00
26,4,16.00,82.3.42.43,1,99999.00
26,4,16.00,3.1.43.47,1,1.00
26,4,16.00,1.2.47.53,1,1.00
26,4,16.00,2.6.53.58,1,10.00
